HSTR_MNNMB,ETC_PCMTT,임도명,시설거리(km),개설연도,FRRD_FCLTW,FRRD_DV_I,FRRD_DV_B,FRRD_INSTT,FRRD_MGC,FRRD_RGSNO,RBP_X,RBP_Y,REP_X,REP_Y,MAP_LABEL,FR_TH_DV,FR_TH_YR,FRRD_THM,Shape_Leng,지역,위도,경도,상세주소,읍면동
0.0,,22가오작,1.7,2022,4.0,1,1,61,1400727,북부_민북_2022_06,1050367.42679,2013977.14903,1050787.2679,2014873.1873,22민북_06,,,,1775.61231512,강원특별자치도,38.12456785810089,128.07464944313705,"가오작리, 국토정중앙면, 양구군, 강원특별자치도, 24552, 대한민국",국토정중앙면
0.0,,23간선청리,1.94,2023,4.0,1,1,61,1400727,북부_민북_2023_07,1051200.55903,2013875.45027,1050675.62553,2013752.65602,23민북_07,,,,2052.20673603,강원특별자치도,38.12360444673701,128.0841470173501,"가오작리, 국토정중앙면, 양구군, 강원특별자치도, 24552, 대한민국",국토정중앙면
0.0,,23간선가오작,1.7,2023,4.0,1,1,61,1400727,북부_민북_2023_06,1050675.62553,2013752.65602,1050367.42679,2013977.14903,23민북_06,,,,1861.1849211,강원특별자치도,38.12252741916118,128.07814960829793,"가오작리, 국토정중앙면, 양구군, 강원특별자치도, 24552, 대한민국",국토정중앙면
0.0,,14가오작,1.98,2014,3.5,1,2,61,1400727,북부_양구_2014_02,1050228.6373,2014201.9422,1049430.1906,2014870.8171,14양구_02,,,,1965.59125039,강원특별자치도,38.12660148602459,128.07308188377965,"가오작리, 국토정중앙면, 양구군, 강원특별자치도, 24552, 대한민국",국토정중앙면
0.0,,15가오작,0.56,2015,3.5,1,2,61,1400727,북부_양구_2015_04,1050449.7024,2014787.8581,1050999.4488,2014946.0707,15양구_04,,,,614.40972105,강원특별자치도,38.13186957333056,128.07564546984707,"광치령로, 가오작리, 국토정중앙면, 양구군, 강원특별자치도, 24552, 대한민국",국토정중앙면
0.0,((자료부재-임도화)),08갯골,13.14,2008,4.5,1,1,61,1400440,북부_인제_2008_06,1057618.2904,2007796.7045,1051680.7309,2016153.461,08인제_06,,,,13893.8438452,강원특별자치도,38.06843495807335,128.15687215045898,"남북리, 인제읍, 인제군, 강원특별자치도, 24624, 대한민국",인제읍
0.0,,20남북,1.0,2020,3.0,1,2,61,1400440,북부_인제_2020-11,1053229.08,2013402.4971,1053570.6472,2013830.9212,20인제_11,,,,991.049046201,강원특별자치도,38.11922474527359,128.10725392643027,"인제읍, 인제군, 강원특별자치도, 대한민국",인제읍
0.0,,17남북,1.6,2017,3.5,1,2,61,1400440,북부_인제_2017_07,1054216.2698,2011914.0548,1054384.0091,2013394.2024,17인제_07,,,,1628.01989212,강원특별자치도,38.105751855337665,128.11840237889282,"인제읍, 인제군, 강원특별자치도, 대한민국",인제읍
0.0,,94가아(Ⅰ),10.82,1994,4.5,1,1,61,1400440,북부_인제_1994_01,1055618.7921,2015970.4805,1051793.2353,2016826.7302,94인제_01,,,,11240.9601733,강원특별자치도,38.14222371306921,128.13471538422033,"광치령로, 가아리, 인제읍, 인제군, 강원특별자치도, 24623, 대한민국",인제읍
0.0,,16가아1,3.3,2016,4.0,1,1,61,1400440,북부_인제_2016_01,1055471.7064,2012866.9767,1055689.5377,2014415.2225,16인제_01,,,,3288.05182219,강원특별자치도,38.114263523761956,128.13279544783362,"가아리, 인제읍, 인제군, 강원특별자치도, 24623, 대한민국",인제읍
0.0,,14가아,3.5,2014,4.5,1,1,61,1400440,북부_인제_2014_02,1055689.5377,2014415.2225,1055240.8321,2015372.3641,14인제_02,,,,3436.51315795,강원특별자치도,38.12820315053858,128.1354011364665,"가아리, 인제읍, 인제군, 강원특별자치도, 24623, 대한민국",인제읍
0.0,,17가아1,1.92,2017,4.0,1,1,61,1400440,북부_인제_2017_01,1056571.7859,2012761.5901,1055694.138,2013147.3848,17인제_01,,,,1924.58138467,강원특별자치도,38.11324550707096,128.14533555896705,"가아리, 인제읍, 인제군, 강원특별자치도, 24623, 대한민국",인제읍
0.0,,15합강,1.5,2015,4.0,1,1,61,1400440,북부_인제_2015_01,1059722.2437,2011198.5786,1058436.6775,2011619.325,15인제_01,,,,1464.71371781,강원특별자치도,38.098956609561554,128.18114092593606,"이평로, 인제읍, 인제군, 강원특별자치도, 24626, 대한민국",인제읍
0.0,,16합강,1.7,2016,4.0,1,1,61,1400440,북부_인제_2016_03,1058436.6775,2011619.325,1057951.0833,2012122.5896,16인제_03,,,,1699.94566598,강원특별자치도,38.102832505529236,128.16651422478157,"상동리, 인제읍, 인제군, 강원특별자치도, 24625, 대한민국",인제읍
0.0,,16가아2,1.06,2016,4.0,1,1,61,1400440,북부_인제_2016_02,1057951.0833,2012122.5896,1057324.6196,2012555.5842,16인제_02,,,,1095.7188679,강원특별자치도,38.1073992802558,128.1610168653989,"상동리, 인제읍, 인제군, 강원특별자치도, 24631, 대한민국",인제읍
0.0,,17가아2,1.42,2017,4.0,1,1,61,1400440,북부_인제_2017_02,1057324.6196,2012555.5842,1056571.7859,2012761.5901,17인제_02,,,,1425.03549243,강원특별자치도,38.11134147145928,128.15390634943736,"인제읍, 인제군, 강원특별자치도, 대한민국",인제읍
0.0,,17남북,1.94,2017,4.0,1,1,61,1400440,북부_인제_2017_03,1055296.4536,2011858.9535,1055471.7064,2012866.9767,17인제_03,,,,2100.01164541,강원특별자치도,38.10518978346047,128.13071823531794,"인제읍, 인제군, 강원특별자치도, 대한민국",인제읍
0.0,,20상동,3.1,2020,4.0,1,1,61,1400440,북부_인제_2020-07,1056484.8597,2010625.1911,1058224.3274,2009897.0886,20인제_07,,,,3153.0777995,강원특별자치도,38.093997359025735,128.14417493881226,"남북리, 인제읍, 인제군, 강원특별자치도, 24624, 대한민국",인제읍
0.0,,16남북,3.15,2016,4.0,1,1,61,1400440,북부_인제_2016_04,1054504.6512,2011517.2163,1055725.2351,2011805.295,16인제_04,,,,3212.82648557,강원특별자치도,38.102158106702134,128.12166123476788,"인제읍, 인제군, 강원특별자치도, 대한민국",인제읍
0.0,,19남북,2.5,2019,4.0,1,1,61,1400440,북부_인제_2019-01,1055725.2351,2011805.295,1056484.8597,2010625.1911,19인제_01,,,,2636.43272438,강원특별자치도,38.10467984978321,128.13560450423182,"남북리, 인제읍, 인제군, 강원특별자치도, 24624, 대한민국",인제읍
0.0,,92왜골,7.96,1992,4.5,1,1,61,1400440,북부_인제_1992_02,1066851.7917,1993975.1966,1064997.9123,1995458.2005,92인제_02,,,,9251.37982792,강원특별자치도,37.94323883486936,128.26084152664154,"하남리, 상남면, 인제군, 강원특별자치도, 24665, 대한민국",상남면
0.0,,68왜골,4.0,1968,4.5,1,1,61,1400440,북부_인제_1968_01,1069521.3124,1991949.95,1066851.7917,1993975.1966,68인제_01,,,,3908.25559849,강원특별자치도,37.92478665731063,128.29102515696033,"내린천로, 상남면, 인제군, 강원특별자치도, 24665, 대한민국",상남면
0.0,,97하남,10.11,1997,4.5,1,1,61,1400440,북부_인제_1997_03,1065816.2955,1991159.6074,1065024.8668,1993357.6019,97인제_03,,,,10012.779555,강원특별자치도,37.91793969615642,128.24880003238695,"하남리, 상남면, 인제군, 강원특별자치도, 24665, 대한민국",상남면
0.0,,77다리골,2.2,1977,4.5,1,1,61,1400440,북부_인제_1977_02,1068936.838,1990206.9214,1066581.4312,1990753.7295,77인제_02,,,,2931.55973556,강원특별자치도,37.909122679427426,128.28420867919223,"내린천로, 하남리, 상남면, 인제군, 강원특별자치도, 24665, 대한민국",상남면
0.0,,10정자,3.34,2010,3.5,1,2,61,1400440,북부_인제_2010_02,1060149.3543,1996637.6033,1058911.693,1995248.6909,10인제_02,,,,3293.36599384,강원특별자치도,37.967701816208326,128.18478898798827,"정자리, 남면, 인제군, 강원특별자치도, 24646, 대한민국",남면
0.0,,21정자,2.5,2021,4.5,1,3,61,1400440,북부_인제_2021-02,1058463.7483,1997261.6993,1057585.7124,1997098.5951,21인제_02,,,,2594.19547245,강원특별자치도,37.97343651954573,128.16565067972854,"소치리, 남면, 인제군, 강원특별자치도, 24646, 대한민국",남면
0.0,,20정자,3.2,2020,4.0,1,3,61,1400440,북부_인제_2020-04,1060149.3543,1996637.6033,1058463.7483,1997261.6993,20인제_04,,,,3269.87595836,강원특별자치도,37.967701816208326,128.18478898798827,"정자리, 남면, 인제군, 강원특별자치도, 24646, 대한민국",남면
0.0,,91오동곡,13.1,1991,4.5,1,1,61,1400440,북부_인제_1991_02,1064202.3725,1996420.8247,1069014.079,1996005.003,91인제_02,,,,13243.0792099,강원특별자치도,37.96547051825063,128.2309091151766,"기린면, 인제군, 강원특별자치도, 대한민국",기린면
0.0,,92안삽재,7.5,1992,4.5,1,1,61,1400440,북부_인제_1992_01,1066106.8961,1997789.8101,1064202.3725,1996420.8247,92인제_01,,,,7881.70973161,강원특별자치도,37.97767133530027,128.25271535598736,"원대리, 인제읍, 인제군, 강원특별자치도, 24639, 대한민국",인제읍
0.0,,89동아실,9.01,1989,4.5,1,1,61,1400440,북부_인제_1989_01,1061251.0568,1998080.4683,1058576.8331,2000888.1988,89인제_01,,,,8658.85761938,강원특별자치도,37.980631627198285,128.19745384876543,"인제 원대리 자작나무숲길, 인제읍, 인제군, 강원특별자치도, 24639, 대한민국",인제읍
0.0,,90동아실,1.48,1990,4.5,1,1,61,1400440,북부_인제_1990_03,1058576.8331,2000888.1988,1058199.6416,2001796.2571,90인제_03,,,,1397.47947562,강원특별자치도,38.00611234061512,128.16723411264417,"원남로, 남전리, 남면, 인제군, 강원특별자치도, 24668, 대한민국",남면
0.0,,11서리,1.74,2011,3.5,1,2,61,1400440,북부_인제_2011_03,1066920.737,1997364.3687,1067110.684,1997555.5767,11인제_03,,,,1797.74405416,강원특별자치도,37.97377753742149,128.2619416335591,"서리, 기린면, 인제군, 강원특별자치도, 24663, 대한민국",기린면
0.0,원대테마임도,90회동,8.81,1990,4.5,1,1,61,1400440,북부_인제_1990_01,1061255.6857,1998117.6153,1066084.1721,1998867.6203,90인제_01,4,2003,휴양형_03_원대,9738.04838532,강원특별자치도,37.98096609308893,128.19750972239538,"인제 원대리 자작나무숲길, 인제읍, 인제군, 강원특별자치도, 24639, 대한민국",인제읍
0.0,,10원대,4.5,2010,3.5,1,2,61,1400440,북부_인제_2010_01,1061661.276,1996914.3962,1063477.7894,1997797.3583,10인제_01,,,,5177.65940773,강원특별자치도,37.970094893895705,128.20202450898248,"인제읍, 인제군, 강원특별자치도, 대한민국",인제읍
0.0,,22원대,2.9,2022,3.5,1,2,61,1400440,북부_인제_2022-12,1061661.2765,1996914.3965,1062962.1089,1997269.0955,22인제_12,,,,2891.36856453,강원특별자치도,37.97009489656542,128.20202451470038,"인제읍, 인제군, 강원특별자치도, 대한민국",인제읍
0.0,,17남전,1.3,2017,3.5,1,2,61,1400440,북부_인제_2017_06,1058899.5267,1997394.466,1059799.815,1998184.6524,17인제_06,,,,1299.93461457,강원특별자치도,37.974604875375064,128.17062289639603,"정자리, 남면, 인제군, 강원특별자치도, 24646, 대한민국",남면
0.0,원대테마임도,91원대,9.14,1991,4.5,1,1,61,1400440,북부_인제_1991_01,1061255.6857,1998117.6153,1060973.0743,2001245.2485,91인제_01,4,2003,휴양형_03_원대,9952.90191733,강원특별자치도,37.98096609308893,128.19750972239538,"인제 원대리 자작나무숲길, 인제읍, 인제군, 강원특별자치도, 24639, 대한민국",인제읍
0.0,,18멍골,3.0,2018,4.0,1,1,61,1400440,북부_인제_2018-02,1064037.3154,1999214.7104,1063508.4514,2000535.0087,18인제_02,,,,3541.16405512,강원특별자치도,37.990661240288304,128.22927929236855,"원대리, 인제읍, 인제군, 강원특별자치도, 24639, 대한민국",인제읍
0.0,,18절골,2.56,2018,4.0,1,1,61,1400440,북부_인제_2018-01,1063214.3626,2000058.5103,1061927.6474,2000951.4248,18인제_01,,,,2456.30232257,강원특별자치도,37.99832346642658,128.21998223723767,"자작나무숲길, 원대리, 인제읍, 인제군, 강원특별자치도, 24639, 대한민국",인제읍
0.0,,17원대,1.42,2017,4.0,1,1,61,1400440,북부_인제_2017_04,1061380.8793,2000897.1196,1061380.8793,2000897.1196,17인제_04,,,,1347.87585381,강원특별자치도,38.00600718437074,128.19917292726248,"인제 원대리 자작나무숲길, 인제읍, 인제군, 강원특별자치도, 24639, 대한민국",인제읍
0.0,,18원대,1.5,2018,3.5,1,2,61,1400440,북부_인제_2018-05,1062495.518,1999433.0515,1062495.518,1999433.0515,18인제_05,,,,1432.18136137,강원특별자치도,37.99273653588809,128.21174104159127,"원대리, 인제읍, 인제군, 강원특별자치도, 24639, 대한민국",인제읍
0.0,,21남전,2.92,2021,4.5,1,3,61,1400440,북부_인제_2021-01,1058803.7284,1997233.6503,1059188.6403,1997280.4056,21인제_01,,,,2920.79567566,강원특별자치도,37.97316176545042,128.16951905228623,"소치리, 남면, 인제군, 강원특별자치도, 24646, 대한민국",남면
0.0,,22남전,0.4,2022,4.0,1,1,61,1400440,북부_인제_2022-09,1059702.9076,1998611.6435,1059809.9118,1998336.4262,22인제_09,,,,378.055125053,강원특별자치도,37.98552193519578,128.17987070172617,"남전리, 남면, 인제군, 강원특별자치도, 24668, 대한민국",남면
0.0,((자료부재-임도화)),08박달고지,3.2,2008,4.5,1,1,61,1400440,북부_인제_2008_05,1060843.7435,2001383.8759,1060626.5472,2003401.002,08인제_05,,,,3051.87357467,강원특별자치도,38.01043015794293,128.19309627319362,"원남로, 남전리, 남면, 인제군, 강원특별자치도, 24668, 대한민국",남면
0.0,,19남전,2.0,2019,4.0,1,1,61,1400440,북부_인제_2019-06,1056820.7553,2003301.6091,1057841.8887,2003279.9654,19인제_06,,,,2265.62484162,강원특별자치도,38.027974499882454,128.14742357764152,"남전리, 남면, 인제군, 강원특별자치도, 24668, 대한민국",남면
0.0,,20남전1,3.17,2020,4.0,1,3,61,1400440,북부_인제_2020-01,1056297.73,2002956.2121,1057043.8793,2003051.6088,20인제_01,,,,3516.72157558,강원특별자치도,38.02489434354476,128.14143735960087,"관대리, 남면, 인제군, 강원특별자치도, 24668, 대한민국",남면
0.0,,93관대,12.6,1993,4.5,1,1,61,1400440,북부_인제_1993_02,1055753.0731,2005655.3519,1052200.0118,2009614.5039,93인제_02,,,,12768.5969498,강원특별자치도,38.04925345654687,128.13544222943773,"관대두무로, 남면, 인제군, 강원특별자치도, 24624, 대한민국",남면
0.0,,93관대,4.0,1993,4.0,1,1,61,1400727,북부_양구_1993_01,1050344.8057,2008732.6256,1052200.0118,2009614.5039,93양구_01,,,,4294.5405769,강원특별자치도,38.07730394779404,128.07402147247146,"관대두무로, 두무리, 국토정중앙면, 양구군, 강원특별자치도, 24560, 대한민국",국토정중앙면
0.0,((자료부재-임도화)),송전탑진입로,2.28,2008,4.0,1,1,61,1400727,북부_양구_2008_01,1051473.4607,2008123.4813,1052144.198,2009672.8939,08양구_01,,,,2722.15457931,강원특별자치도,38.071750594550394,128.08684568847875,"두무리, 국토정중앙면, 양구군, 강원특별자치도, 24560, 대한민국",국토정중앙면
0.0,,18두무,1.9,2018,4.0,1,1,61,1400727,북부_민북_2018_03,1050897.6525,2007750.4151,1051768.8266,2007788.8652,18민북_03,,,,1805.31226713,강원특별자치도,38.0684209928305,128.08025468691153,"두무리, 국토정중앙면, 양구군, 강원특별자치도, 24560, 대한민국",국토정중앙면
0.0,,19두무,1.2,2019,4.0,1,1,61,1400727,북부_민북_2019_02,1051768.8266,2007788.8652,1051805.8142,2008239.0507,19민북_02,,,,1136.65825098,강원특별자치도,38.06871806815198,128.09018874123888,"두무리, 국토정중앙면, 양구군, 강원특별자치도, 24560, 대한민국",국토정중앙면
0.0,, 17두무,1.1,2017,3.5,1,2,61,1400727,북부_양구_2017_04,1050058.7613,2007075.0188,1050897.6525,2007750.4151,17양구_04,,,,1188.15188177,강원특별자치도,38.06238090771855,128.0706441330082,"관대두무로, 두무리, 국토정중앙면, 양구군, 강원특별자치도, 24560, 대한민국",국토정중앙면
0.0,,24작업두무,1.0,2024,3.5,1,2,61,1400727,북부_민북_2024_07,1050992.853,2007871.4191,1051449.8549,2008742.1214,24민북_07,,,,1029.48727008,강원특별자치도,38.06950615780931,128.0813485918414,"두무리, 국토정중앙면, 양구군, 강원특별자치도, 24560, 대한민국",국토정중앙면
0.0,,10두무,6.5,2010,4.0,1,1,61,1400727,북부_양구_2010_01,1050318.288,2006366.8852,1049142.9111,2007540.7871,10양구_01,,,,6265.12547282,강원특별자치도,38.05598455580116,128.07355265249606,"관대두무로, 두무리, 국토정중앙면, 양구군, 강원특별자치도, 24560, 대한민국",국토정중앙면
0.0,,98두무,2.16,1998,4.0,1,1,61,1400727,북부_양구_1998_01,1048972.8947,2007942.5522,1049364.79434,2008220.22242,98양구_01,,,,1990.39968571,강원특별자치도,38.07025887959202,128.05832577769343,"헬기장, 양구터널, 도촌리, 국토정중앙면, 양구군, 강원특별자치도, 24559, 대한민국",국토정중앙면
0.0,,99두무(Ⅱ),1.36,1999,4.0,1,1,61,1400727,북부_양구_1999_03,1049142.9111,2007540.7871,1048972.8947,2007942.5522,99양구_03,,,,1150.26012602,강원특별자치도,38.06662880342792,128.06023638462392,"헬기장, 양구터널, 도촌리, 국토정중앙면, 양구군, 강원특별자치도, 24559, 대한민국",국토정중앙면
0.0,,99두무(Ⅰ),1.48,1999,4.0,1,1,61,1400727,북부_양구_1999_02,1049364.79434,2008220.22242,1050099.5698,2008704.4223,99양구_02,,,,1397.54115396,강원특별자치도,38.072740033682706,128.0628126888222,"관대두무로, 두무리, 국토정중앙면, 양구군, 강원특별자치도, 24560, 대한민국",국토정중앙면
0.0,,16청1,3.32,2016,4.0,1,1,61,1400727,북부-양구-2016-01,1048072.4526,2007556.0139,1049197.1635,2009007.4497,16양구_01,,,,3247.12910056,강원특별자치도,38.06682356441574,128.04803454500276,"양구터널, 도촌리, 국토정중앙면, 양구군, 강원특별자치도, 24559, 대한민국",국토정중앙면
0.0,,15청2,2.12,2015,3.5,1,2,61,1400727,북부_양구_2015_03,1049197.1635,2009007.4497,1050081.4518,2008777.8301,15양구_03,,,,1990.53295033,강원특별자치도,38.079843937336776,128.06095578952804,"관대두무로, 두무리, 국토정중앙면, 양구군, 강원특별자치도, 24560, 대한민국",국토정중앙면
0.0,,22두무,1.15,2022,3.0,1,2,61,1400727,북부_민북_2022_09,1051389.8789,2009524.5121,1051361.9392,2009973.9105,22민북_09,,,,1132.11398447,강원특별자치도,38.08438186901297,128.0859935750095,"두무리, 국토정중앙면, 양구군, 강원특별자치도, 24560, 대한민국",국토정중앙면
0.0,,98고사,1.8,1998,4.5,1,1,61,1400440,북부_인제_1998_03,1063345.2628,2003408.6488,1065286.2365,2004625.3721,98인제_03,,,,2961.22558229,강원특별자치도,38.028506323916986,128.22176903193213,"내린천로, 원대리, 인제읍, 인제군, 강원특별자치도, 24640, 대한민국",인제읍
0.0,,97덕적,5.92,1997,4.5,1,1,61,1400440,북부_인제_1997_01,1070147.8407,2008048.3396,1066850.961,2005300.4463,97인제_01,,,,5661.31795478,강원특별자치도,38.069817628712244,128.29972717262336,"한석산로, 가리산리, 인제읍, 인제군, 강원특별자치도, 24643, 대한민국",인제읍
0.0,((자료부재-임도화)),11한석산,2.04,2011,4.5,1,1,61,1400440,북부_인제_2011_04,1066347.5413,2005978.521,1067764.9931,2006312.0017,11인제_04,,,,2151.01632361,강원특별자치도,38.051451182179015,128.25621307413203,"한석산 임도, 덕적리, 인제읍, 인제군, 강원특별자치도, 24641, 대한민국",인제읍
0.0,,10덕적2,0.4,2010,3.5,1,2,61,1400440,북부_인제_2010_04,1067550.2945,2006588.8345,1067701.0536,2006311.7715,10인제_04,,,,382.713186025,강원특별자치도,38.056862345579475,128.26997825226593,"한석산 임도, 덕적리, 인제읍, 인제군, 강원특별자치도, 24641, 대한민국",인제읍
0.0,,10덕적3,4.65,2020,4.5,1,2,61,1400440,북부_인제_2010_05,1068531.3266,2007259.4309,1066372.6195,2008337.4747,20인제_05,,,,4569.11265239,강원특별자치도,38.06283196211392,128.28122393638154,"한석산 임도, 덕적리, 인제읍, 인제군, 강원특별자치도, 24641, 대한민국",인제읍
0.0,,21덕적Ⅱ,1.7,2021,4.5,1,3,61,1400440,북부_인제_2021-06,1064379.6484,2007099.8058,1065539.371,2007153.4578,21인제_06,,,,1742.71121158,강원특별자치도,38.06169842417081,128.23388614038709,"고사리, 인제읍, 인제군, 강원특별자치도, 24640, 대한민국",인제읍
0.0,,18덕적,1.7,2018,3.5,1,2,61,1400440,북부_인제_2018-07,1067081.1537,2007727.2849,1066190.3018,2007422.222,18인제_07,,,,1776.40116817,강원특별자치도,38.06715696576041,128.26473792788278,"한석산로, 덕적리, 인제읍, 인제군, 강원특별자치도, 24641, 대한민국",인제읍
0.0,,20덕적,2.5,2020,4.0,1,3,61,1400440,북부_인제_2020-02,1065286.737,2008275.0171,1063959.3393,2007816.4806,20인제_02,,,,2448.26907745,강원특별자치도,38.07222445764226,128.24433286765742,"한석산로, 덕적리, 인제읍, 인제군, 강원특별자치도, 24641, 대한민국",인제읍
0.0,,19덕적,2.0,2019,3.0,1,2,61,1400440,북부_인제_2019-04,1066190.3018,2007422.222,1065286.737,2008275.0171,19인제_04,,,,2097.61411848,강원특별자치도,38.064473370270974,128.25455462550374,"엑스게임리조트, 한석산로, 덕적리, 인제읍, 인제군, 강원특별자치도, 24641, 대한민국",인제읍
0.0,,21덕적,2.0,2021,4.5,1,3,61,1400440,북부_인제_2021-03,1063959.3393,2007816.4806,1062985.3851,2008320.6506,21인제_03,,,,1986.69663646,강원특별자치도,38.06818696224613,128.22915934964558,"고사리, 인제읍, 인제군, 강원특별자치도, 24640, 대한민국",인제읍
0.0,,22고사1,1.5,2022,4.5,1,3,61,1400440,북부_인제_2022-01,1062985.3851,2008320.6506,1063206.99461,2007470.10667,22인제_01,,,,1444.72446019,강원특별자치도,38.0727989386859,128.21810115308747,"고사리, 인제읍, 인제군, 강원특별자치도, 24640, 대한민국",인제읍
0.0,,21덕적Ⅰ,1.5,2021,4.5,1,3,61,1400440,북부_인제_2021-05,1065539.371,2007153.4578,1066551.746,2007294.3905,21인제_05,,,,1520.04685628,강원특별자치도,38.062098657821984,128.24711011385233,"엑스게임리조트, 한석산로, 덕적리, 인제읍, 인제군, 강원특별자치도, 24641, 대한민국",인제읍
0.0,,21고사,2.0,2021,4.5,1,3,61,1400440,북부_인제_2021-04,1064292.9241,2005889.9409,1065404.9092,2005669.79,21인제_04,,,,2074.09259531,강원특별자치도,38.05080119947156,128.23278888380503,"고사리, 인제읍, 인제군, 강원특별자치도, 24640, 대한민국",인제읍
0.0,,20고사,2.5,2020,4.0,1,3,61,1400440,북부_인제_2020-03,1066850.961,2005300.4463,1065404.9092,2005669.79,20인제_03,,,,2345.39887801,강원특별자치도,38.04530330505624,128.26188712486461,"한석산 임도, 덕적리, 인제읍, 인제군, 강원특별자치도, 24641, 대한민국",인제읍
0.0,,23고사,3.08,2023,4.5,1,3,61,1400440,북부_인제_2023-01,1063206.99461,2007470.10667,1064922.2714,2006810.3776,23인제_01,,,,3210.64038651,강원특별자치도,38.065118305566706,128.22055236136833,"고사리, 인제읍, 인제군, 강원특별자치도, 24640, 대한민국",인제읍
0.0,,22고사2,2.0,2022,4.5,1,3,61,1400440,북부_인제_2022-03,1064292.9241,2005889.9409,1064922.2714,2006810.3776,22인제_03,,,,2189.53267442,강원특별자치도,38.05080119947156,128.23278888380503,"고사리, 인제읍, 인제군, 강원특별자치도, 24640, 대한민국",인제읍
0.0,,23고사,2.2,2023,4.0,1,1,61,1400440,북부_인제_2023-09,1066335.6639,2005206.2064,1066291.95497,2004275.81986,23인제_09,,,,2196.83838277,강원특별자치도,38.044491923061116,128.25600612564344,"노루목산장, 한석산 임도, 덕적리, 인제읍, 인제군, 강원특별자치도, 24641, 대한민국",인제읍
0.0,,08신풍,2.2,2008,4.5,1,1,61,1400440,북부_인제_2008_07,1054880.1362,1995624.4905,1052766.402,1996273.6366,08인제_07,,,,2613.33266024,강원특별자치도,37.95890511982521,128.12472601817154,"소치리, 남면, 인제군, 강원특별자치도, 24646, 대한민국",남면
0.0,,13신풍,3.0,2013,4.5,1,1,61,1400440,북부_인제_2013_02,1052318.55615,1995025.33036,1053322.2698,1993990.0678,13인제_02,,,,3046.36398965,강원특별자치도,37.953656426383596,128.09552424927014,"신풍리, 남면, 인제군, 강원특별자치도, 24651, 대한민국",남면
0.0,,12신풍,3.0,2012,4.5,1,1,61,1400440,북부_인제_2012_01,1053650.7314,1996060.6343,1052318.55615,1995025.33036,12인제_01,,,,2941.16496069,강원특별자치도,37.96290932322486,128.11076442864717,"신풍리, 남면, 인제군, 강원특별자치도, 24651, 대한민국",남면
0.0,,14신풍,1.675,2014,4.5,1,1,61,1400440,북부_인제_2014_01,1053322.2698,1993990.0678,1053806.0323,1992894.0224,14인제_01,,,,1615.15189057,강원특별자치도,37.9442677692098,128.10687183898602,"신풍리, 남면, 인제군, 강원특별자치도, 24651, 대한민국",남면
0.0,,12어론,2.92,2012,3.5,1,2,61,1400440,북부_인제_2012_02,1052005.8984,1993148.3423,1053426.075,1992907.1455,12인제_02,,,,2865.41586736,강원특별자치도,37.936758027209095,128.09182984708778,"김부대왕로, 갑둔리, 남면, 인제군, 강원특별자치도, 24652, 대한민국",남면
0.0,,90갑둔,5.36,1990,4.5,1,1,61,1400440,북부_인제_1990_02,1053438.9242,1992886.3268,1054880.1362,1995624.4905,90인제_02,,,,5588.71687605,강원특별자치도,37.9343134656402,128.1081174659958,"김부대왕로, 갑둔리, 남면, 인제군, 강원특별자치도, 24652, 대한민국",남면
0.0,, 17상리,2.8,2017,3.5,1,2,61,1400727,북부_양구_2017_03,1041350.5615,2012059.4573,1041423.6201,2011744.8705,17양구_03,,,,2999.96551598,강원특별자치도,38.10774297859383,127.97166708090798,"박수근로421번길, 정림리, 양구읍, 양구군, 강원특별자치도, 24519, 대한민국",양구읍
0.0,,97월명(Ⅰ),9.22,1997,4.0,1,1,61,1400727,북부_양구_1997_01,1038621.1205,2013179.6289,1037771.8047,2010034.2755,97양구_01,,,,9936.33209801,강원특별자치도,38.117959330562314,127.94059510950723,"파로호로, 월명리, 양구읍, 양구군, 강원특별자치도, 24516, 대한민국",양구읍
0.0,월명테마임도,96월명,9.22,1996,4.0,1,1,61,1400727,북부_양구_1996_01,1037771.8047,2010034.2755,1034516.5142,2010262.9515,96양구_01,5,2012,레포츠_12_월명,6637.25436146,강원특별자치도,38.08964781515357,127.93073978812234,"파로호로2번길, 월명리, 양구읍, 양구군, 강원특별자치도, 24516, 대한민국",양구읍
0.0,,21월명,2.2,2021,3.0,1,2,61,1400727,북부_민북_2021_07,1035510.4025,2010637.1523,1035412.9257,2009882.6012,21민북_07,,,,2371.5600665,강원특별자치도,38.095172954792346,127.90498194084192,"월명리, 양구읍, 양구군, 강원특별자치도, 24516, 대한민국",양구읍
0.0,,10월명(당골),2.64,2010,3.0,1,2,61,1400727,북부_양구_2010_03,1036756.1022,2011753.1026,1035037.6206,2012628.3227,10양구_03,,,,2766.50230227,강원특별자치도,38.105180642693874,127.91924576496278,"간척월명로1970번길, 월명리, 양구읍, 양구군, 강원특별자치도, 24516, 대한민국",양구읍
0.0,,18월명(Ⅰ),3.64,2018,3.5,1,2,61,1400727,북부_민북_2018_04,1035955.7596,2010472.2361,1036372.6726,2012081.2593,18민북_04,,,,3717.01698082,강원특별자치도,38.09366902981999,127.91005263676298,"월명리, 양구읍, 양구군, 강원특별자치도, 24516, 대한민국",양구읍
