지역,임도명,시설거리(km),개설연도,위도,경도,상세주소,읍면동
강원특별자치도,부연동,1.13,1986,37.89037047071104,128.64197042153435,"부연동길, 연곡면, 강릉시, 양양군, 강원특별자치도, 대한민국",연곡면
강원특별자치도,꽃골,1.0,1991,37.90411098016005,128.7043460107674,"하월천리, 현남면, 양양군, 강원특별자치도, 25059, 대한민국",현남면
강원특별자치도,꽃골,4.42,2014,37.904110981915714,128.7043460153458,"하월천리, 현남면, 양양군, 강원특별자치도, 25059, 대한민국",현남면
경기도,96내산,6.4,1996,38.14767015909467,127.1488597932569,"동내로, 내산리, 신서면, 연천군, 경기도, 11012, 대한민국",신서면
경기도,마명,1.5,2024,37.777673133594426,127.18596190597545,"마명리, 포천시, 경기도, 11191, 대한민국",마명리
경기도,음현로,2.0,1985,37.76768001376816,127.23996749515176,"음현리, 포천시, 경기도, 11192, 대한민국",음현리
경기도,직동로,2.0,1987,37.76270843769546,127.17549546596508,"산림생산기술연구소, 광릉수목원로, 직동리, 포천시, 경기도, 11186, 대한민국",직동리
경기도,직동로,1.5,1989,37.78030155782496,127.17760765923,"한북정맥, 무림리, 포천시, 경기도, 11185, 대한민국",무림리
경기도,직동로,1.0,1988,37.77331276337821,127.17624568581022,"직동리, 포천시, 경기도, 11186, 대한민국",직동리
경기도,접동로,2.1,1996,37.74867383254593,127.18801474416216,"진접읍, 남양주시, 경기도, 12001, 대한민국",진접읍
경기도,접동로,2.0,1985,37.76187928082741,127.18119826069608,"진접읍, 남양주시, 경기도, 12001, 대한민국",진접읍
경기도,마명로,0.6,1995,37.77453765972614,127.18873564201868,"마명리, 포천시, 경기도, 11191, 대한민국",마명리
경기도,마명로,1.8,1990,37.765706194417135,127.18119557768172,"진접읍, 남양주시, 경기도, 12001, 대한민국",진접읍
경기도,마명로,0.2,1991,37.77356083664942,127.18925752862762,"마명리, 포천시, 경기도, 11191, 대한민국",마명리
경기도,장승로,3.3,1991,37.73807192162961,127.17966674375198,"약수터, 금강로1633번길, 진접읍, 남양주시, 경기도, 12002, 대한민국",진접읍
경기도,능내로,3.4,1984,37.73863360280654,127.17091212813536,"신림교육원, 미주2교, 진접읍, 남양주시, 경기도, 12007, 대한민국",진접읍
경기도,장현로,3.3,1983,37.73116981297368,127.17381989000792,"산림교육원앞, 미주2교, 진접읍, 남양주시, 경기도, 12007, 대한민국",진접읍
경기도,천견로,3.02,1992,37.71843802179888,127.16566197846724,"봉현로, 샘재전원마을, 진접읍, 남양주시, 경기도, 12007, 대한민국",진접읍
경기도,소리2로,1.52,1991,37.73425494018469,127.1587658340291,"장현리, 남양주시, 경기도, 12007, 대한민국",장현리
경기도,소리1로,3.8,1982,37.749062688952165,127.15191451756306,"Wolf/Wild Boar, 숲생태관찰로, 포천시, 경기도, 12001, 대한민국",
경기도,소리2로,2.63,1992,37.74209913902387,127.14770188208624,"장현리, 남양주시, 경기도, 12007, 대한민국",장현리
경기도,육림로,6.7,1965,37.75541146507268,127.16132045618784,"산림생물표본관, 광릉숲길, 직동리, 포천시, 경기도, 11186, 대한민국",직동리
경기도,수목원로,2.8,1983,37.74885019776865,127.15680441453333,"Asiatic Black Bear, 숲생태관찰로, 포천시, 경기도, 12001, 대한민국",
경기도,2024 간선임도(어천),2.1,2024,37.27646195420671,126.9217855459443,"어사로, 매송면, 효행구, 화성시, 경기도, 15524, 대한민국",매송면
경기도,17신복,0.5,2017,37.583117347363405,127.4586345130166,"중미산로, 정배리, 양평군, 경기도, 12501, 대한민국",정배리
경기도,24도원,0.88,2024,37.53707448847471,127.79770438048683,"연결1, 도원리, 양평군, 경기도, 대한민국",도원리
경기도,23도원,1.7,2023,37.543424383818994,127.79037336579768,"연결1, 도원리, 양평군, 경기도, 대한민국",도원리
경기도,24산음,2.07,2024,37.61435257175015,127.6130129849435,"단월면, 양평군, 25104, 대한민국",단월면
경기도,22일신,1.7,2022,37.43469102768957,127.69368596975384,"구둔역길, 일신리, 양평군, 경기도, 12542, 대한민국",일신리
경기도,24일신,3.08,2024,37.43546222356976,127.69421775811526,"구둔역길, 일신리, 양평군, 12542, 대한민국",일신리
경기도,23일신,3.4,2023,37.44777201847941,127.70327648973816,"매월리, 양평군, 12542, 대한민국",매월리
경기도,23도수(2),2.7,2023,37.48551560028268,127.35605012535972,"정영로, 퇴촌면, 광주시, 경기도, 12713, 대한민국",퇴촌면
경기도,23도수(1),1.1,2023,37.48417203033277,127.34818445067528,"시매장, 정영로, 퇴촌면, 광주시, 경기도, 12713, 대한민국",퇴촌면
경기도,24도수,2.22,2024,37.48397760089632,127.34565990545067,"도수리, 광주시, 경기도, 12713, 대한민국",도수리
경기도,24묵리_2,1.7,2024,37.16510255457796,127.25693620055026,"처인구, 용인시, 경기도, 17135, 대한민국",
경기도,24묵리_1,2.88,2024,37.16819805924933,127.25258354489706,"이원로601번길, 처인구, 용인시, 경기도, 17135, 대한민국",
경기도,24사흥,3.4,2024,36.99504585139892,127.3837008843662,"사흥리, 금광면, 안성시, 경기도, 대한민국",금광면
경기도,23사흥,1.86,2023,36.98764387508144,127.38201296129468,"금북정맥, 옥정리, 금광면, 안성시, 진천군, 경기도, 17537, 대한민국",금광면
경기도,24가현,3.19,2024,37.51205503847686,127.74506333572032,"가현리, 양평군, 경기도, 12530, 대한민국",가현리
경기도,17옥정,3.5,2017,36.95991193496293,127.38515040374344,"진안로, 신계리, 진천군, 충청북도, 27812, 대한민국",신계리
경기도,19옥정,2.85,2019,36.97839965497563,127.3834278059263,"평택제천고속도로, 옥정리, 금광면, 안성시, 경기도, 17537, 대한민국",금광면
경기도,18옥정,3.0,2018,36.968820378949296,127.39566985514948,"평택제천고속도로, 옥정리, 금광면, 안성시, 진천군, 경기도, 17537, 대한민국",금광면
경기도,22옥산,2.3,2022,37.1014274090136,127.4098126987756,"처인구, 용인시, 경기도, 17183, 대한민국",
경기도,14묵1,1.74,2014,37.1620010531769,127.23853261550651,"기도의집입구, 이원로, 처인구, 용인시, 경기도, 17135, 대한민국",
경기도,95묵,5.0,1995,37.15197292181851,127.25762702824518,"이원로640번길, 처인구, 용인시, 경기도, 17135, 대한민국",
경기도,14묵2,1.5,2014,37.15830934413897,127.24208884994827,"묵3리.자비정사, 이원로, 처인구, 용인시, 경기도, 17135, 대한민국",
경기도,21학일,0.85,2021,37.15259546886878,127.2681733900812,"문수산터널, 처인구, 용인시, 경기도, 17135, 대한민국",
경기도,20묵,1.7,2020,37.15446917791739,127.2593888840834,"이원로640번길, 처인구, 용인시, 경기도, 17135, 대한민국",
경기도,21호,2.66,2021,37.16760126098184,127.27213198503723,"한남정맥, 호동, 처인구, 용인시, 경기도, 17135, 대한민국",
경기도,92묵,1.3,1992,37.16760126098184,127.27213198503723,"한남정맥, 호동, 처인구, 용인시, 경기도, 17135, 대한민국",
경기도,91묵,1.3,1991,37.16377207174653,127.2642710739242,"이원로601번길, 처인구, 용인시, 경기도, 17135, 대한민국",
경기도,90학일,2.0,1990,37.15493961991461,127.27585680314688,"이원로, 처인구, 용인시, 경기도, 17167, 대한민국",
경기도,01묵,0.84,2001,37.16168320900035,127.25676209300212,"이원로, 처인구, 용인시, 경기도, 17135, 대한민국",
경기도,19청안,2.8,2019,37.201442715370725,127.6434077115478,"가남로, 청안리, 여주시, 경기도, 12667, 대한민국",청안리
경기도,21하거,2.6,2021,37.23102779009019,127.64763119152468,"삼교동, 처리, 여주시, 경기도, 12659, 대한민국",처리
경기도,11하거,1.34,2011,37.24017137546721,127.64500062127782,"삼교동, 점봉1리, 여주시, 경기도, 12659, 대한민국",
경기도,18상거,0.5,2018,37.24623563192979,127.63500991562876,"영동고속도로, 점봉동, 점봉1리, 안금리, 여주시, 경기도, 12646, 대한민국",안금리
경기도,11상거,1.03,2011,37.25177291896255,127.62658041269532,"해슬리나인브릿지CC, 명품로, 점봉동, 점봉1리, 안금리, 여주시, 경기도, 12653, 대한민국",안금리
경기도,12단석,3.88,2012,37.37570124881165,127.75436272567872,"삼산리, 양평군, 경기도, 12539, 대한민국",삼산리
경기도,11삼산,5.09,2011,37.372037563121005,127.7720529470473,"원양2로, 지정면, 원주시, 양평군, 경기도, 26359, 대한민국",지정면
경기도,10삼산,5.18,2010,37.37036454321992,127.7735709517222,"원양2로, 지정면, 원주시, 양평군, 경기도, 26359, 대한민국",지정면
경기도,93무왕,13.35,1993,37.41649183157608,127.68537444795471,"여양2로, 일신리, 양평군, 경기도, 12542, 대한민국",일신리
경기도,94매월,11.18,1994,37.41323048941504,127.693241953048,"일신리, 양평군, 경기도, 12542, 대한민국",일신리
경기도,93매월,9.58,1993,37.4597531430512,127.71199377973728,"양동면, 양평군, 경기도, 12533, 대한민국",양동면
경기도,94매월_금왕,8.0,1994,37.460208321358735,127.71817042857356,"양동면, 양평군, 12533, 대한민국",양동면
경기도,92계정,15.49,1992,37.47310922023163,127.74816625398518,"금왕골, 양동면, 양평군, 경기도, 12533, 대한민국",양동면
경기도,93목재,5.5,1993,37.44656440262177,127.75420152153356,"사이실1, 석곡리, 양평군, 경기도, 12539, 대한민국",석곡리
경기도,91계정2,13.835,1991,37.48956253562607,127.77531259636126,"양서북로, 계정리, 양평군, 경기도, 대한민국",계정리
경기도,91계정1,11.62,1991,37.42764778851348,127.77144899947304,"대월길, 양동면, 양평군, 12539, 대한민국",양동면
경기도,13계정,1.7,2013,37.44497470502184,127.79480071395992,"양평 다목적캠핑장, 양서동로, 계정리, 양평군, 경기도, 12539, 대한민국",계정리
경기도,14계정,0.82,2014,37.44752012691225,127.79593274618216,"양평 다목적캠핑장, 양서동로, 계정리, 양평군, 경기도, 12539, 대한민국",계정리
경기도,94금왕,9.16,1994,37.48372795671804,127.75235586226374,"금왕골, 양동면, 양평군, 경기도, 12533, 대한민국",양동면
경기도,95금왕,2.1,1995,37.49418433936042,127.745341547108,"다빈쿱스캠핑장, 몰운고갯길, 금왕리, 양평군, 경기도, 대한민국",금왕리
경기도,10갈운,4.3,2010,37.50853055704182,127.76486158376083,"갈운리, 양평군, 경기도, 12530, 대한민국",갈운리
경기도,97갈운,3.67,1997,37.52076929863311,127.76270405790146,"갈운리, 양평군, 경기도, 12530, 대한민국",갈운리
경기도,96갈운,9.88,1996,37.53087867010135,127.76214725380838,"갈운리, 양평군, 경기도, 대한민국",갈운리
경기도,22갈운,2.2,2022,37.53142433264093,127.80201739899957,"경강로, 서원면, 양평군, 경기도, 대한민국",서원면
경기도,22도원1,1.32,2022,37.53589860290387,127.80322037284466,"연결2, 도원리, 양평군, 경기도, 대한민국",도원리
경기도,91신론,15.395,1991,37.54757221359471,127.79135627669784,"도원리, 양평군, 경기도, 대한민국",도원리
경기도,22신론,1.7,2022,37.56624918500482,127.79173506014294,"신론리, 양평군, 경기도, 대한민국",신론리
경기도,98삼성,2.68,1998,37.57072809942681,127.79335279789808,"신론리, 양평군, 경기도, 대한민국",신론리
경기도,02삼성,2.23,2002,37.576445902740616,127.77192876505872,"89분,62분,3199m, 신론리, 양평군, 경기도, 대한민국",신론리
경기도,92삼성,15.02,1992,37.57103025071062,127.70315274210994,"여물리, 양평군, 12530, 대한민국",여물리
경기도,21우산,1.7,2021,37.41506764976753,127.3667440005852,"우산리, 광주시, 경기도, 12716, 대한민국",우산리
경기도,23우산,1.88,2023,37.424103260089126,127.35292555275986,"매내미길9번길, 퇴촌면, 광주시, 경기도, 12716, 대한민국",퇴촌면
경기도,22우산,1.7,2022,37.42344309151856,127.36197678416453,"매내미길9번길, 퇴촌면, 광주시, 경기도, 12716, 대한민국",퇴촌면
경기도,18수양,1.8,2018,37.3235540382388,127.36275903553292,"경충대로311번길, 곤지암읍, 광주시, 경기도, 12813, 대한민국",곤지암읍
경기도,97수양,1.2,1997,37.31757568657029,127.36861957257184,"경충대로295번길, 곤지암읍, 광주시, 경기도, 12813, 대한민국",곤지암읍
경기도,21수양,0.5,2021,37.328219007418014,127.36243785212068,"경충대로311번길, 곤지암읍, 광주시, 경기도, 12813, 대한민국",곤지암읍
경기도,90기산,2.3,1990,37.77630609855556,126.91777894885657,"광탄면, 파주시, 경기도, 10953, 대한민국",광탄면
경기도,88기산,3.0,1988,37.7779117916004,126.92589613486584,"광탄면, 파주시, 경기도, 11518, 대한민국",광탄면
경기도,89기산,2.23,1989,37.77601324753611,126.92256414351266,"광탄면, 파주시, 경기도, 11518, 대한민국",광탄면
경기도,94기산,2.1,1994,37.76595376754102,126.94305033203716,"5.913 km, 백석읍, 양주시, 경기도, 11518, 대한민국",백석읍
경기도,89산음,12.006,1989,37.58321134275944,127.58190817149628,"산음임도, 단월면, 양평군, 경기도, 12510, 대한민국",단월면
경기도,92산음,12.42,1992,37.59807370963384,127.56505063330238,"산음임도, 단월면, 양평군, 경기도, 12510, 대한민국",단월면
경기도,98산음,3.84,1998,37.59019752590781,127.6098215885002,"산음임도, 단월면, 양평군, 경기도, 12510, 대한민국",단월면
경기도,96향소,8.36,1996,37.59032132528564,127.61888750763616,"석산로, 단월면, 양평군, 경기도, 12528, 대한민국",단월면
경기도,10용천,6.46,2010,37.57074308972782,127.52118922156713,"용천로, 양평군, 경기도, 12474, 대한민국",
경기도,13부안,2.82,2013,37.57810499736413,127.6770438552144,"단월로, 부안리, 양평군, 경기도, 12528, 대한민국",부안리
경기도,15부안,2.84,2015,37.58622563796718,127.6890775548126,"부안리, 양평군, 경기도, 12528, 대한민국",부안리
경기도,95향소,9.3,1995,37.583911023491936,127.66327242211356,"부안리, 양평군, 경기도, 12528, 대한민국",부안리
경기도,95명성,15.54,1995,37.5987669473652,127.67878108655376,"단월면, 양평군, 경기도, 12528, 대한민국",단월면
경기도,15명성,1.62,2015,37.604901502678594,127.66663558856892,"명성리, 양평군, 경기도, 12528, 대한민국",명성리
경기도,16명성,2.75,2016,37.60459114253471,127.66680482777096,"명성리, 양평군, 25103, 대한민국",명성리
경기도,96명성,7.06,1996,37.61378138142109,127.63400367155586,"단월면, 양평군, 경기도, 대한민국",단월면
경기도,95산음,8.76,1995,37.59775708160311,127.60801699794864,"석산로, 단월면, 양평군, 경기도, 12528, 대한민국",단월면
경기도,23산음,1.02,2023,37.60321568256275,127.6094840626972,"석산로, 단월면, 양평군, 경기도, 12528, 대한민국",단월면
경기도,91수입,6.75,1991,37.643925374808056,127.41326906541892,"수입리, 양평군, 경기도, 12500, 대한민국",수입리
경기도,97명달,5.74,1997,37.59166444460534,127.45735999392812,"양현길, 서종면, 양평군, 경기도, 12505, 대한민국",서종면
경기도,15삼가,2.38,2015,37.496293439996485,127.67649269154572,"삼가리, 양평군, 경기도, 12533, 대한민국",삼가리
경기도,97가현,2.04,1997,37.5181735483846,127.71123163389112,"가현리, 양평군, 경기도, 12530, 대한민국",가현리
경기도,94갈운,7.59,1994,37.5363455587892,127.74739388053165,"갈운장수마을길, 청운면, 양평군, 경기도, 12530, 대한민국",청운면
경기도,93가현,12.02,1993,37.50737331456183,127.73076819069006,"벗고갯길, 가현리, 양평군, 경기도, 12530, 대한민국",가현리
경기도,22도원,1.7,2022,37.543424383818994,127.79037336579768,"연결1, 도원리, 양평군, 경기도, 대한민국",도원리
경기도,23매월,1.68,2023,37.42190471958657,127.7234937278451,"양동면, 양평군, 경기도, 12539, 대한민국",양동면
경기도,22단석,2.4,2022,37.40949454168703,127.727411432083,"단석리, 양평군, 경기도, 12539, 대한민국",단석리
경기도,89신복,3.12,1989,37.57944321590511,127.45702219591313,"중미산삼거리, 마유산로, 신복리, 양평군, 경기도, 12505, 대한민국",신복리
경기도,10연하,1.88,2010,37.77746876644882,127.34174480733876,"오스트리아캠핑, 축령로, 행현리, 상면, 가평군, 경기도, 12448, 대한민국",상면
경기도,14연하,2.4,2014,37.78610900200465,127.33030759448256,"숲속에햇살캠핑장, 비룡로, 태봉리, 상면, 가평군, 경기도, 12443, 대한민국",상면
경기도,00묵안,1.76,2000,37.59025372442539,127.54894009968918,"묵안리, 설악면, 가평군, 경기도, 12474, 대한민국",설악면
경기도,94설곡,8.58,1994,37.58997937390646,127.5369535181238,"묵안리, 설악면, 가평군, 경기도, 12474, 대한민국",설악면
경기도,00묵안,0.77,2000,37.59028331575361,127.52516578093145,"원각사, 69-85, 묵안로, 묵안리, 설악면, 가평군, 경기도, 12474, 대한민국",설악면
경기도,23임초,2.1,2023,37.73853764346322,127.35107050193774,"수목원로, 행현리, 상면, 가평군, 경기도, 12448, 대한민국",상면
경기도,89임초,1.5,1989,37.73866224476506,127.36482320562403,"임초리, 상면, 가평군, 경기도, 12448, 대한민국",상면
경기도,22임초,1.7,2022,37.74026690815804,127.3546648350246,"수목원로, 행현리, 상면, 가평군, 경기도, 12448, 대한민국",상면
경기도,13임초,1.1,2013,37.73813556297488,127.35043680922747,"수목원로, 행현리, 상면, 가평군, 경기도, 12448, 대한민국",상면
경기도,96설악,4.28,1996,37.5828252950738,127.53429202561465,"용천로, 양평군, 경기도, 12474, 대한민국",
경기도,93회곡,9.34,1993,37.68062615199665,127.45099088549384,"설악면, 가평군, 경기도, 12459, 대한민국",설악면
경기도,12가일,2.58,2012,37.58656428652449,127.48331309485025,"산마을펜션, 유명산길, 가일리, 설악면, 가평군, 경기도, 12474, 대한민국",설악면
경기도,88가일,2.631,1988,37.59102490035821,127.483399341479,"가정민박, 유명로, 방일리, 설악면, 가평군, 경기도, 12505, 대한민국",설악면
경기도,11회곡,2.0,2011,37.6977540076314,127.4492583060554,"회곡리, 설악면, 가평군, 경기도, 12459, 대한민국",설악면
경기도,91회곡,4.11,1991,37.66230134939859,127.43915420770097,"서낭당골, 다락재로, 이천리, 설악면, 가평군, 경기도, 12468, 대한민국",설악면
경기도,90회곡,4.0,1990,37.68181598025682,127.4444222740682,"이천리, 설악면, 가평군, 경기도, 12459, 대한민국",설악면
경기도,95설곡,1.58,1995,37.6140106670898,127.5562710691428,"묵안리, 설악면, 가평군, 경기도, 12474, 대한민국",설악면
경기도,16설곡,1.6,2016,37.61845044251273,127.55797668624255,"용문산 북릉(장락단맥) 구간, 설악면, 가평군, 경기도, 12474, 대한민국",설악면
경기도,10미사,1.2,2010,37.72170101338549,127.54869187632796,"박암관천길, 남면, 춘천시, 강원특별자치도, 24468, 대한민국",
경기도,10미사(2차),0.98,2010,37.72076717778433,127.54797940561866,"박암관천길, 남면, 춘천시, 강원특별자치도, 24468, 대한민국",
경기도,95태봉,4.19,1995,37.80308158015716,127.3144873557572,"원흥리, 상면, 가평군, 경기도, 12443, 대한민국",상면
경기도,21마일,1.2,2021,37.84051532919392,127.39571629866818,"마일리, 조종면, 가평군, 경기도, 12434, 대한민국",조종면
경기도,22도원2,1.4,2022,37.54068893186878,127.79999999077208,"연결2, 도원리, 양평군, 경기도, 대한민국",도원리
경기도,덕두원8,1.0,2022,37.89161427649291,127.61277477863077,"덕두원리, 춘천시, 강원특별자치도, 24462, 대한민국",덕두원리
경기도,23지현,2.2,2023,37.88989950206448,127.25553358235824,"명덕리, 포천시, 경기도, 12440, 대한민국",명덕리
경기도,10지현,3.37,2010,37.88269933007995,127.30647783983764,"국립운악산자연휴양림, 화동로, 화현리, 포천시, 경기도, 12440, 대한민국",화현리
경기도,24지현,2.0,2024,37.88989950206448,127.25553358235824,"명덕리, 포천시, 경기도, 12440, 대한민국",명덕리
경기도,11양원,2.04,2011,37.95867921733145,127.03041213479372,"간파리, 전곡읍, 연천군, 경기도, 11301, 대한민국",전곡읍
경기도,95백의,3.18,1995,38.00815249445994,127.1476709443877,"제106군사우체국, 전영로, 고소성리, 포천시, 경기도, 11020, 대한민국",고소성리
경기도,14화대,3.18,2014,37.948584408124695,127.3692797379247,"화대리, 포천시, 경기도, 11118, 대한민국",화대리
경기도,21내산,0.7,2021,38.14172503398,127.15350629143236,"내산리, 신서면, 연천군, 경기도, 11000, 대한민국",신서면
경기도,24운악,2.34,2024,37.90993885505309,127.33234178845426,"한북정맥, 운악리, 조종면, 가평군, 경기도, 11123, 대한민국",조종면
경기도,20운악,1.2,2020,37.90294306714044,127.3427589973916,"운악청계로, 운악리, 조종면, 가평군, 경기도, 12432, 대한민국",조종면
경기도,19운악,2.1,2019,37.90533753393353,127.3375345755429,"운악청계로, 운악리, 조종면, 가평군, 경기도, 12432, 대한민국",조종면
경기도,08약사령,2.4,2008,38.12154405185164,127.35632403189824,"삼부연로, 신철원리, 철원군, 강원특별자치도, 24051, 대한민국",신철원리
경상남도,대감,1.52,2024,35.32934259960481,128.91399542046372,"감노리, 김해시, 경상남도, 50805, 대한민국",감노리
경상남도,좌삼,1.0,2024,35.410928758557546,129.02370628927062,"소석리, 양산시, 경상남도, 50590, 대한민국",소석리
경상남도,좌삼,0.5,2019,35.41772250697363,129.0236583567368,"상북면, 양산시, 경상남도, 50558, 대한민국",상북면
경상남도,좌삼,1.18,2024,35.41599982338967,129.02294592541796,"상북면, 양산시, 경상남도, 50558, 대한민국",상북면
경상남도,좌삼,2.74,2022,35.410928758557546,129.02370628927062,"소석리, 양산시, 경상남도, 50590, 대한민국",소석리
경상남도,영포(5구간),1.3,2021,35.443156762050926,128.90929435391266,"국전로, 행곡리, 밀양시, 경상남도, 대한민국",행곡리
경상남도,오룡산,3.92,2017,35.451359706122126,128.9385430664507,"영축지맥, 행곡리, 밀양시, 경상남도, 50500, 대한민국",행곡리
경상남도,여양산,0.98,2018,35.4492329736241,128.932396156357,"영축지맥, 원동면, 양산시, 경상남도, 50500, 대한민국",원동면
경상남도,영포(3구간),1.7,2019,35.44897879385297,128.92050127370496,"영축지맥, 원동면, 양산시, 경상남도, 50500, 대한민국",원동면
경상남도,영포(4구간),1.665,2020,35.44210372590615,128.9092819444328,"국전로, 행곡리, 밀양시, 경상남도, 대한민국",행곡리
경상남도,대리(3구간),0.5,2019,35.4542104778539,128.9568749268395,"원동로, 원동면, 양산시, 경상남도, 50500, 대한민국",원동면
경상남도,무기,1.58,1997,35.27385990416544,128.57805014632987,"이정표, 낙남정맥, 의창구, 칠원읍, 함안군, 경상남도, 51203, 대한민국",칠원읍
경상남도,대리,1.96,2010,35.46004297861624,128.99519777050008,"염수봉 임도, 원동면, 양산시, 경상남도, 50500, 대한민국",원동면
경상남도,대리,0.66,1993,35.45264627916375,128.99143856971418,"염수봉 임도, 원동면, 양산시, 경상남도, 50500, 대한민국",원동면
경상남도,대리,2.95,1994,35.45893601007054,128.9939661281058,"염수봉 임도, 원동면, 양산시, 경상남도, 50500, 대한민국",원동면
경상남도,선리,3.28,1995,35.46756500096823,129.0002516034838,"등산로, 상북면, 양산시, 경상남도, 50500, 대한민국",상북면
경상남도,선리,3.26,1997,35.4934322012389,129.0038181653411,"선리, 양산시, 경상남도, 50500, 대한민국",선리
경상남도,선리,0.68,2010,35.47518009260366,129.0056112848053,"등산로, 상북면, 양산시, 경상남도, 50500, 대한민국",상북면
경상남도,대감,1.3,2010,35.32958849674666,128.91579458644767,"감노리, 김해시, 경상남도, 50805, 대한민국",감노리
경상남도,금곡,1.91,2022,35.340343976106666,128.83855164167616,"봉림농공단지, 한림면, 김해시, 경상남도, 50801, 대한민국",한림면
경상남도,영포리,1.3,2018,35.20052525755139,128.3977319508091,"낙남정맥, 마산합포구, 창원시, 함안군, 경상남도, 52073, 대한민국",
경상남도,천왕산,1.62,2016,35.57375098892574,129.0020133182116,"등산로, 울주군, 울산광역시, 경상남도, 44909, 대한민국",
경상남도,하단,1.74,1991,35.52191356722592,129.00737767390987,"배내로, 원동면, 양산시, 경상남도, 44909, 대한민국",원동면
경상남도,진주12-2,0.2,2017,35.21287925458977,128.15728742624853,"금산면, 진주시, 경상남도, 52631, 대한민국",
경상남도,진주2-1,0.58,2007,35.215125490206944,128.16340515824157,"금산면, 진주시, 경상남도, 52631, 대한민국",금산면
경상남도,진주4,1.18,2009,35.220774151816705,128.16770817394638,"금산면, 진주시, 경상남도, 52631, 대한민국",
경상남도,진주3,1.0,2008,35.21614588962141,128.17204339612337,"금산면, 진주시, 경상남도, 52631, 대한민국",금산면
경상남도,진주6-1,2.1,2011,35.210215302036524,128.19579801188215,"가진리, 진주시, 경상남도, 52621, 대한민국",가진리
경상남도,진주6-2,0.5,2011,35.20825327450989,128.18956760975666,"정자, 달음산로, 진성면, 진주시, 경상남도, 52621, 대한민국",진성면
경상남도,진주10-2,0.26,2015,35.214393010125825,128.18128321585593,"금산면, 진주시, 경상남도, 52631, 대한민국",금산면
경상남도,진주2-2,0.84,2007,35.2123676323805,128.17391220503163,"금산면, 진주시, 경상남도, 52631, 대한민국",
경상남도,진주5,1.72,2010,35.20566811943203,128.17282615185357,"달음산로53번길, 금산면, 진주시, 경상남도, 52631, 대한민국",금산면
경상남도,진주10-1,0.65,2015,35.20982920616954,128.16652239398837,"금산면, 진주시, 경상남도, 52631, 대한민국",금산면
경상남도,진주8-1,0.45,2013,35.20347264408422,128.16813063390356,"달음산로, 금산면, 진주시, 경상남도, 52621, 대한민국",금산면
경상남도,진주8-2,0.57,2013,35.20343821130814,128.16663206541034,"금산면, 진주시, 경상남도, 52630, 대한민국",
경상남도,진주7-2,1.25,2012,35.20532942440216,128.17243488008634,"달음산로53번길, 금산면, 진주시, 경상남도, 52631, 대한민국",금산면
경상남도,진주1,2.13,2006,35.199120743170724,128.16354783153108,"월아산로, 금산면, 진주시, 경상남도, 52850, 대한민국",금산면
경상남도,진주7-1,0.26,2012,35.204555495110384,128.1684815898883,"금산면, 진주시, 경상남도, 52631, 대한민국",금산면
경상남도,진주13,1.7,2018,35.18588722835413,128.20468512040003,"남해고속도로, 진성면, 진주시, 경상남도, 52621, 대한민국",진성면
경상남도,진주14,1.708,2019,35.19496702194259,128.20653315418767,"달음산로, 진성면, 진주시, 경상남도, 52621, 대한민국",진성면
경상남도,진주12-1,1.0,2017,35.18055875926382,128.2022214695645,"남해고속도로, 문산읍, 진주시, 경상남도, 52621, 대한민국",문산읍
경상남도,진주11,0.92,2016,35.18517846286756,128.19847559313808,"남해고속도로, 문산읍, 진주시, 경상남도, 52621, 대한민국",문산읍
경상남도,진주9,2.05,2014,35.1823743208036,128.1861054213582,"문산읍, 진주시, 경상남도, 52834, 대한민국",문산읍
경상남도,진주15,1.48,2020,35.18952755174008,128.21525080976232,"달음산로504번길, 진성면, 진주시, 경상남도, 52621, 대한민국",
경상남도,사천1,1.54,2017,35.01182655552431,127.95561044841276,"골프존카운티 사천, 구송로, 서포면, 사천시, 하동군, 경상남도, 52543, 대한민국",서포면
경상남도,사천1,0.36,2017,35.01086111842173,127.96276865747724,"말금길, 서포면, 사천시, 하동군, 경상남도, 52543, 대한민국",서포면
경상남도,월평,0.96,2021,35.445644452633275,127.69961446967812,"1023, 월평리, 함양군, 경상남도, 50029, 대한민국",월평리
경상남도,궁항,1.98,2021,35.217664655233214,127.7894516165588,"낙남정맥, 회신리, 옥종면, 하동군, 경상남도, 대한민국",옥종면
경상남도,위태,1.41,2021,35.215614515798656,127.81043476840044,"주산 등산로, 내공리, 옥종면, 하동군, 경상남도, 대한민국",옥종면
경상남도,궁항,1.18,2021,35.2101380376626,127.8049984954055,"궁항길, 궁항리, 옥종면, 하동군, 경상남도, 대한민국",옥종면
경상남도,삼거,1.74,2022,34.8340444380033,128.64663741852888,"거제중앙로, 상문동, 거제시, 경상남도, 35298, 대한민국",
경상남도,명동 1지구,0.84,2022,34.96575106708884,128.67893415015783,"명동4길, 연초면, 거제시, 경상남도, 53204, 대한민국",연초면
경상남도,명동 2지구,2.27,2022,34.97273673001558,128.67369479933964,"191-68, 명동4길, 연초면, 거제시, 경상남도, 53204, 대한민국",연초면
경상남도,우동,0.6,2022,34.930191562051164,128.3972684071474,"천개암, 통영대전고속도로, 우동리, 통영시, 경상남도, 53012, 대한민국",우동리
경상남도,묵계,1.68,2022,35.213061681418296,127.74221033647272,"묵계리, 청암면, 하동군, 경상남도, 52309, 대한민국",청암면
