지역,임도명,시설거리(km),개설연도,위도,경도,상세주소,읍면동
강원특별자치도,10잠곡(용화동),1.01,2010,38.13790304365484,127.45714612459648,"잠곡리, 근남면, 철원군, 강원특별자치도, 24065, 대한민국",근남면
강원특별자치도,93잠곡,4.4,1993,38.13097319298958,127.45103642774389,"잠곡리, 근남면, 철원군, 강원특별자치도, 24065, 대한민국",근남면
강원특별자치도,96화상대,7.98,1996,37.775127364412,128.0788809541349,"연못골길, 내촌면, 홍천군, 강원특별자치도, 25163, 대한민국",내촌면
강원특별자치도,21화상대,2.8,2021,37.77748755444426,128.06462082443667,"화상대리, 내촌면, 홍천군, 강원특별자치도, 25163, 대한민국",내촌면
강원특별자치도,22화상대,0.8,2022,37.7751919944645,128.06938483561254,"연못골길, 화상대리, 내촌면, 홍천군, 강원특별자치도, 25163, 대한민국",내촌면
강원특별자치도,20간척1,0.89,2020,38.01643859737879,127.78719235932624,"간척리, 간동면, 화천군, 강원특별자치도, 24139, 대한민국",간동면
강원특별자치도,22덕두원,2.07,2022,37.873988592039865,127.62390905900304,"덕두원리, 춘천시, 강원특별자치도, 24462, 대한민국",덕두원리
강원특별자치도,21덕두원,3.0,2021,37.87329187571958,127.6337506460044,"명월길, 서면, 춘천시, 강원특별자치도, 24462, 대한민국",
강원특별자치도,23덕두원,1.3,2023,37.86997997498518,127.63289962451698,"명월길, 서면, 춘천시, 강원특별자치도, 24462, 대한민국",
강원특별자치도,91덕두원,11.96,1991,37.848401212703386,127.62712267482088,"삼악산성길, 서면, 춘천시, 강원특별자치도, 24463, 대한민국",
강원특별자치도,11덕두원,2.92,2011,37.86877303501276,127.65286260967773,"명월길, 서면, 춘천시, 강원특별자치도, 24462, 대한민국",
강원특별자치도,17원동,3.42,2017,37.897981962413226,127.97853471191794,"원동리, 두촌면, 홍천군, 강원특별자치도, 25160, 대한민국",두촌면
강원특별자치도,15군업,1.2,2015,37.701386017608016,128.03525092349614,"당무로, 노천리, 화촌면, 홍천군, 강원특별자치도, 25155, 대한민국",화촌면
강원특별자치도,19군업,2.18,2019,37.70677188245966,128.05631826219664,"화촌면, 홍천군, 강원특별자치도, 25159, 대한민국",화촌면
강원특별자치도,87장평,2.68,1987,37.73158757357268,128.07407855786894,"장평리, 화촌면, 홍천군, 강원특별자치도, 25159, 대한민국",화촌면
강원특별자치도,19속초,3.0,2019,37.655496811630606,127.97453804929484,"속초리, 영귀미면, 홍천군, 강원특별자치도, 25154, 대한민국",영귀미면
강원특별자치도,21속초,3.0,2021,37.66101078833176,127.970079976804,"속초리, 영귀미면, 홍천군, 강원특별자치도, 25154, 대한민국",영귀미면
강원특별자치도,15청량,3.8,2015,37.66422906234553,128.22805796333526,"청량로, 하군두리, 서석면, 홍천군, 강원특별자치도, 25168, 대한민국",서석면
강원특별자치도,16청량,2.66,2016,37.65114745493307,128.23627502675936,"청량리, 서석면, 홍천군, 강원특별자치도, 25168, 대한민국",서석면
강원특별자치도,86수하,5.2,1986,37.74987726759619,128.17850134078384,"진여울길, 수하리, 서석면, 홍천군, 강원특별자치도, 25165, 대한민국",서석면
강원특별자치도,02수하,2.94,2002,37.742294652043,128.19810002053936,"수하리, 서석면, 홍천군, 강원특별자치도, 25165, 대한민국",서석면
강원특별자치도,99수하,2.04,1999,37.760149053002216,128.20501843249363,"수하리, 서석면, 홍천군, 강원특별자치도, 25165, 대한민국",서석면
강원특별자치도,21야시대,1.07,2021,37.83861320020322,127.959791082812,"시대로738번길, 야시대리, 화촌면, 홍천군, 강원특별자치도, 25157, 대한민국",화촌면
강원특별자치도,19야시대,1.5,2019,37.8386734772537,127.9669180231626,"시대로738번길, 야시대리, 화촌면, 홍천군, 강원특별자치도, 25157, 대한민국",화촌면
강원특별자치도,19고성,1.4,2019,37.98273374726406,127.74169284577344,"사북면, 춘천시, 강원특별자치도, 24201, 대한민국",사북면
강원특별자치도,18유촌,2.0,2018,38.03356738251122,127.79530467473027,"모현동로, 유촌리, 간동면, 화천군, 강원특별자치도, 24138, 대한민국",간동면
강원특별자치도,22유촌,1.5,2022,38.04172659826168,127.77871182200384,"하원길, 유촌리, 간동면, 화천군, 강원특별자치도, 24138, 대한민국",간동면
강원특별자치도,21유촌,2.7,2021,38.04172659826168,127.77871182200384,"하원길, 유촌리, 간동면, 화천군, 강원특별자치도, 24138, 대한민국",간동면
강원특별자치도,23유촌,2.05,2023,38.04426566828256,127.75849803167684,"용호리, 간동면, 화천군, 강원특별자치도, 24133, 대한민국",간동면
강원특별자치도,22유촌,2.0,2022,38.04365633121292,127.7690502533516,"용호리, 간동면, 화천군, 강원특별자치도, 24133, 대한민국",간동면
강원특별자치도,18원평,3.68,2018,37.99046141109233,127.61532048025676,"화악지암길, 사북면, 춘천시, 강원특별자치도, 24200, 대한민국",사북면
강원특별자치도,17유포,1.4,2017,37.95773616358362,127.77983039500182,"배후령길, 신북읍, 춘천시, 강원특별자치도, 24204, 대한민국",신북읍
강원특별자치도,14신철원,1.66,2014,38.145546978779336,127.35679490982572,"신철원리, 철원군, 강원특별자치도, 24051, 대한민국",신철원리
강원특별자치도,22당림,1.9,2022,37.83938089884561,127.6376016097162,"삼악산 등산로, 서면, 춘천시, 강원특별자치도, 24462, 대한민국",
강원특별자치도,90당림,8.7,1990,37.84836413209628,127.62909181348272,"삼악산성길, 서면, 춘천시, 강원특별자치도, 24463, 대한민국",
강원특별자치도,15신철원,1.02,2015,38.135891019082976,127.34410014041474,"삼부연로, 신철원리, 철원군, 강원특별자치도, 24051, 대한민국",신철원리
강원특별자치도,17신철원,1.9,2017,38.14390322998279,127.33780175394028,"삼부연로, 신철원리, 철원군, 강원특별자치도, 24051, 대한민국",신철원리
강원특별자치도,22덕두원,3.7,2022,37.89447507187438,127.62862054311506,"덕두원리, 춘천시, 강원특별자치도, 24462, 대한민국",덕두원리
강원특별자치도,23덕두원,0.5,2023,37.89447507187438,127.62862054311506,"덕두원리, 춘천시, 강원특별자치도, 24462, 대한민국",덕두원리
강원특별자치도,92독가동,8.58,1992,37.89447507187438,127.62862054311506,"덕두원리, 춘천시, 강원특별자치도, 24462, 대한민국",덕두원리
강원특별자치도,23야시대,2.0,2023,37.84184653093621,127.95407031797173,"시대로738번길, 야시대리, 화촌면, 홍천군, 강원특별자치도, 25157, 대한민국",화촌면
강원특별자치도,23고성,1.44,2023,38.01003571380675,127.7638697039859,"사여골길, 사북면, 춘천시, 강원특별자치도, 24201, 대한민국",사북면
강원특별자치도,10원동,6.46,2010,37.88688889494455,127.99305887740054,"원동리, 두촌면, 홍천군, 강원특별자치도, 25160, 대한민국",두촌면
강원특별자치도,11태기,5.46,2011,37.59233448749203,128.26315975498431,"경강로, 태기리, 둔내면, 횡성군, 강원특별자치도, 25261, 대한민국",둔내면
강원특별자치도,91삽교,9.77,1991,37.56980837575761,128.28354461947643,"둔내면, 횡성군, 강원특별자치도, 25261, 대한민국",둔내면
강원특별자치도,88풍천(직영),11.4,1988,37.824948212176686,127.89307793292248,"가락재로, 풍천리, 화촌면, 홍천군, 강원특별자치도, 25156, 대한민국",화촌면
강원특별자치도,13풍천(Ⅱ),3.07,2013,37.84119456138202,127.89323112868608,"가락재로, 풍천리, 화촌면, 홍천군, 강원특별자치도, 25156, 대한민국",화촌면
강원특별자치도,08풍천,4.0,2008,37.83860524473705,127.88662154136428,"가락재로, 풍천리, 화촌면, 홍천군, 강원특별자치도, 25156, 대한민국",화촌면
강원특별자치도,95속초,6.44,1995,37.64288802764541,127.99375129760372,"좌운리, 영귀미면, 홍천군, 강원특별자치도, 25155, 대한민국",영귀미면
강원특별자치도,13속초,3.5,2013,37.661301702427934,127.99399102715218,"좌운리, 영귀미면, 홍천군, 강원특별자치도, 25155, 대한민국",영귀미면
강원특별자치도,96청량,11.14,1996,37.66312798066208,128.1655387299669,"청정로, 서석면, 홍천군, 강원특별자치도, 25253, 대한민국",서석면
강원특별자치도,90배나무골,6.52,1990,37.65042856477875,128.2718255599853,"서석면, 홍천군, 강원특별자치도, 대한민국",서석면
강원특별자치도,20간척2,1.22,2020,38.01414089326349,127.8134435842606,"오봉산길, 간척리, 간동면, 화천군, 강원특별자치도, 24139, 대한민국",간동면
강원특별자치도,13간척,3.12,2013,38.01117439772252,127.81076204634874,"오봉산길, 간척리, 간동면, 화천군, 강원특별자치도, 24139, 대한민국",간동면
강원특별자치도,03간척,0.512,2003,38.01358316376295,127.81134904279185,"오봉산길, 간척리, 간동면, 화천군, 강원특별자치도, 24139, 대한민국",간동면
강원특별자치도,11용산,1.61,2011,37.96858164877344,127.6830933008185,"춘화로, 신북읍, 춘천시, 강원특별자치도, 24201, 대한민국",신북읍
강원특별자치도,98오탄,4.1,1998,38.072090224327134,127.59027883056268,"오탄리, 춘천시, 강원특별자치도, 24200, 대한민국",오탄리
강원특별자치도,99오탄,1.2,1999,38.07328249538066,127.58140069065928,"오탄리, 춘천시, 강원특별자치도, 24200, 대한민국",오탄리
강원특별자치도,11오탄,4.0,2011,38.06827391295484,127.58785331454725,"오탄리, 춘천시, 강원특별자치도, 24200, 대한민국",오탄리
강원특별자치도,91사오랑,8.98,1991,37.86797909240196,127.92295954266544,"품걸길, 동면, 춘천시, 강원특별자치도, 24211, 대한민국",
강원특별자치도,14상걸,0.92,2014,37.86687442215808,127.84801865891596,"거은골길, 동면, 춘천시, 강원특별자치도, 24211, 대한민국",
강원특별자치도,88상걸,20.74,1988,37.90521226657775,127.91324510389848,"갈골길, 북산면, 춘천시, 강원특별자치도, 24471, 대한민국",북산면
강원특별자치도,01신이,4.2,2001,37.878599318149206,127.87810096166514,"10, 동면, 춘천시, 강원특별자치도, 24211, 대한민국",
강원특별자치도,12신이,2.9,2012,37.88205992158784,127.87446023069056,"10, 동면, 춘천시, 강원특별자치도, 24211, 대한민국",
강원특별자치도,12품걸,1.1,2012,37.88506074853855,127.89638359641629,"갈골길, 동면, 춘천시, 강원특별자치도, 24211, 대한민국",
강원특별자치도,20품걸,1.7,2020,37.89432940634589,127.892615741567,"신이리, 춘천시, 강원특별자치도, 24211, 대한민국",신이리
강원특별자치도,21품걸,0.7,2021,37.90203638120948,127.89478110893153,"품안리, 춘천시, 강원특별자치도, 24211, 대한민국",품안리
강원특별자치도,99상걸,4.22,1999,37.84941787420927,127.83327435030286,"상걸리, 춘천시, 강원특별자치도, 24212, 대한민국",상걸리
강원특별자치도,98상걸,2.64,1998,37.86229673793946,127.8115317708225,"대룡산길, 동내면, 춘천시, 홍천군, 강원특별자치도, 24399, 대한민국",동내면
강원특별자치도,16상걸,0.6,2016,37.85179526457155,127.8412475789164,"상걸리, 춘천시, 강원특별자치도, 24212, 대한민국",상걸리
강원특별자치도,20상걸,0.89,2020,37.84941787420927,127.83327435030286,"상걸리, 춘천시, 강원특별자치도, 24212, 대한민국",상걸리
강원특별자치도,97상걸,9.33,1997,37.84160882899094,127.87167911097836,"가락재터널, 동면, 춘천시, 홍천군, 강원특별자치도, 25156, 대한민국",
강원특별자치도,13상걸,2.4,2013,37.84433471356154,127.86023477716682,"가락재로, 동면, 춘천시, 강원특별자치도, 24211, 대한민국",
강원특별자치도,94느랏재,3.6,1994,37.84615096927561,127.87475441921558,"가락재터널, 풍천리, 화촌면, 홍천군, 강원특별자치도, 25156, 대한민국",화촌면
강원특별자치도,91공골,5.38,1991,37.85625045453332,127.86552025676436,"가락재로, 동면, 춘천시, 강원특별자치도, 24211, 대한민국",
강원특별자치도,15유포,0.75,2015,37.97183839050723,127.7823853868951,"춘양로, 신북읍, 춘천시, 화천군, 강원특별자치도, 24203, 대한민국",신북읍
강원특별자치도,90간척,1.2,1990,38.01465769527654,127.8008365938306,"배후령길, 간척리, 간동면, 화천군, 강원특별자치도, 24139, 대한민국",간동면
강원특별자치도,98부귀,1.86,1998,37.958345594602335,127.86107482004216,"삼막길, 북산면, 춘천시, 강원특별자치도, 24208, 대한민국",북산면
강원특별자치도,08약사령,2.4,2008,38.12154405185164,127.35632403189824,"삼부연로, 신철원리, 철원군, 강원특별자치도, 24051, 대한민국",신철원리
강원특별자치도,77수하 2공구,2.36,1977,37.78663201280089,128.19445341965306,"행치령로, 수하리, 서석면, 홍천군, 강원특별자치도, 25165, 대한민국",서석면
강원특별자치도,10품걸,1.0,2010,37.8830544459676,127.92079263798044,"품걸리, 춘천시, 강원특별자치도, 24211, 대한민국",품걸리
강원특별자치도,24상남,3.2,2024,37.84159458919218,128.22077645738364,"상남리, 상남면, 인제군, 강원특별자치도, 24664, 대한민국",상남면
강원특별자치도,적실골,1.66,1998,37.15877045882038,128.87405166643424,"새비재길, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
강원특별자치도,마읍,1.3,2020,37.29713025473031,129.1906477190526,"문의재로, 노곡면, 삼척시, 강원특별자치도, 25941, 대한민국",노곡면
강원특별자치도,노추산,1.0,2008,37.5517631675386,128.77252324879473,"대기리, 강릉시, 강원특별자치도, 25642, 대한민국",대기리
강원특별자치도,숙암,2.5,2023,37.35898967982645,128.96403179990733,"숙암리, 삼척시, 강원특별자치도, 26000, 대한민국",숙암리
강원특별자치도,숙암,2.0,2024,37.36140843966437,128.98159794027424,"두타로, 하장면, 삼척시, 강원특별자치도, 25901, 대한민국",하장면
강원특별자치도,광동,1.4,2024,37.35756409433055,128.95460882128418,"광동리, 삼척시, 강원특별자치도, 25901, 대한민국",광동리
강원특별자치도,광동,2.1,2023,37.35756409433055,128.95460882128418,"광동리, 삼척시, 강원특별자치도, 25901, 대한민국",광동리
강원특별자치도,턱골,1.45,2024,37.38689989449467,128.94501606308216,"중봉리, 삼척시, 강원특별자치도, 25900, 대한민국",중봉리
강원특별자치도,건마람,2.0,2024,37.37247107482696,128.96261152537974,"삼밭골 임도, 하장면, 삼척시, 강원특별자치도, 25900, 대한민국",하장면
강원특별자치도,중봉,2.0,2024,37.41539144634947,128.91320214370057,"중봉리, 삼척시, 강원특별자치도, 25900, 대한민국",중봉리
강원특별자치도,동막,1.2,2024,37.29473645327729,129.22345707526523,"동막리, 삼척시, 강원특별자치도, 25936, 대한민국",동막리
강원특별자치도,동막,2.0,2023,37.28436178718097,129.2275343165744,"궁촌리, 삼척시, 강원특별자치도, 25937, 대한민국",궁촌리
강원특별자치도,궁촌,1.2,2024,37.231798581349615,129.23905027290064,"근덕면, 삼척시, 강원특별자치도, 대한민국",근덕면
강원특별자치도,임원,1.6,2024,37.2435555314808,129.26685850894006,"용화리, 삼척시, 강원특별자치도, 25938, 대한민국",용화리
강원특별자치도,천봉,1.36,2024,37.2341487437942,129.21944048360217,"중마읍리, 삼척시, 강원특별자치도, 25941, 대한민국",중마읍리
강원특별자치도,천봉,1.54,2024,37.23072813618077,129.22467289758353,"이천리, 삼척시, 강원특별자치도, 25958, 대한민국",이천리
강원특별자치도,황조,1.46,2024,37.23443720816276,129.10859753270904,"도계읍, 삼척시, 강원특별자치도, 25949, 대한민국",도계읍
강원특별자치도,하월산,0.5,2024,37.337114023848734,129.18261527997788,"개산길, 노곡면, 삼척시, 강원특별자치도, 25940, 대한민국",노곡면
강원특별자치도,이천,1.7,2024,37.214231808031634,129.23223009399538,"이천리, 삼척시, 강원특별자치도, 25958, 대한민국",이천리
강원특별자치도,법흥,1.0,2024,37.33517324004618,128.28688176166563,"무릉법흥로, 법흥리, 무릉도원면, 영월군, 강원특별자치도, 26201, 대한민국",무릉도원면
강원특별자치도,판운,2.0,2023,37.377712634014806,128.30514894421003,"주천면, 영월군, 강원특별자치도, 대한민국",주천면
강원특별자치도,법흥,1.4,2024,37.3693027466534,128.29498849022488,"법흥리, 무릉도원면, 영월군, 강원특별자치도, 26201, 대한민국",무릉도원면
강원특별자치도,녹전,1.8,2024,37.13305841045522,128.69914358700828,"녹전리, 산솔면, 영월군, 강원특별자치도, 26243, 대한민국",산솔면
강원특별자치도,내덕덕구,1.8,2023,37.11702597883511,128.7256359414907,"내덕리, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
강원특별자치도,내덕(대리골),1.5,2024,37.11428854762383,128.73256604853069,"내덕리, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
강원특별자치도,내덕,1.5,2024,37.10527945258685,128.7402538933807,"내덕리, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
강원특별자치도,예밀,1.0,2024,37.16281865994357,128.6013135943732,"예밀리, 김삿갓면, 영월군, 강원특별자치도, 26246, 대한민국",김삿갓면
강원특별자치도,천평(각희골),2.8,2024,37.11089544746817,128.83821315409102,"천평리, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
강원특별자치도,구래,0.92,2024,37.15095435980682,128.8296257086221,"구래리, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
강원특별자치도,두위봉,1.5,2024,37.228366629084746,128.7534865260191,"문곡리, 남면, 정선군, 강원특별자치도, 26145, 대한민국",남면
강원특별자치도,두위봉,2.0,2023,37.22103339401148,128.73922352442304,"문곡리, 남면, 정선군, 강원특별자치도, 26145, 대한민국",남면
강원특별자치도,두위봉,1.7,2024,37.21729833306882,128.80208975386805,"사북리, 사북읍, 정선군, 강원특별자치도, 26150, 대한민국",사북읍
강원특별자치도,두위봉,3.45,2023,37.21794909747158,128.77026520500002,"사북읍, 정선군, 강원특별자치도, 대한민국",사북읍
강원특별자치도,사북,2.0,2022,37.208479257642594,128.77346237943186,"사북읍, 정선군, 강원특별자치도, 대한민국",사북읍
강원특별자치도,사북,1.9,2020,37.20543147047727,128.79416567314206,"사북리, 사북읍, 정선군, 강원특별자치도, 26153, 대한민국",사북읍
강원특별자치도,사북,1.38,2021,37.21271709681562,128.78350409301945,"사북읍, 정선군, 강원특별자치도, 대한민국",사북읍
강원특별자치도,사북,2.5,2019,37.21398182255664,128.8079048930917,"화절령길, 사북리, 사북읍, 정선군, 강원특별자치도, 26154, 대한민국",사북읍
강원특별자치도,사북,1.1,2017,37.21321238165319,128.81287566778926,"화절령길, 사북리, 사북읍, 정선군, 강원특별자치도, 26154, 대한민국",사북읍
강원특별자치도,단곡,2.42,2021,37.21292242781448,128.73237373039618,"두위봉-단곡 등산로, 신동읍, 정선군, 강원특별자치도, 26140, 대한민국",신동읍
강원특별자치도,단곡,1.85,2020,37.204016397061714,128.73501957451194,"두위봉-단곡 등산로, 신동읍, 정선군, 강원특별자치도, 26140, 대한민국",신동읍
강원특별자치도,문곡,1.65,2022,37.218029848458535,128.7419028776337,"두위봉-단곡 등산로, 신동읍, 정선군, 강원특별자치도, 26140, 대한민국",신동읍
강원특별자치도,단곡,1.1,2012,37.19725119079247,128.72826021856042,"새비재길, 직동리, 산솔면, 영월군, 강원특별자치도, 26244, 대한민국",산솔면
강원특별자치도,문곡,2.02,2018,37.22386589701033,128.72932834050974,"자미원길, 문곡리, 남면, 정선군, 강원특별자치도, 26145, 대한민국",남면
강원특별자치도,문곡,2.0,2019,37.21587675056811,128.72466331192686,"방제리, 신동읍, 정선군, 강원특별자치도, 26139, 대한민국",신동읍
강원특별자치도,문곡,1.59,2020,37.21587675056811,128.72466331192686,"방제리, 신동읍, 정선군, 강원특별자치도, 26139, 대한민국",신동읍
강원특별자치도,단곡,3.24,2024,37.20570725302136,128.7326545852376,"두위봉-단곡 등산로, 신동읍, 정선군, 강원특별자치도, 26140, 대한민국",신동읍
강원특별자치도,용산,3.04,2024,37.45193356489513,128.8987244155963,"용산리, 임계면, 정선군, 강원특별자치도, 26114, 대한민국",임계면
강원특별자치도,큰너근령,0.86,2023,37.49920639071333,128.7943857626471,"임계면, 정선군, 강원특별자치도, 26109, 대한민국",임계면
강원특별자치도,큰너근령,2.7,2024,37.49621051180683,128.799165659104,"임계면, 정선군, 강원특별자치도, 26109, 대한민국",임계면
강원특별자치도,가목,2.08,2022,37.48744602883109,128.94123297960542,"가목리, 임계면, 정선군, 강원특별자치도, 26112, 대한민국",임계면
강원특별자치도,가목,1.7,2020,37.49493830082118,128.93744313730454,"36, 눈꽃마을길, 가목리, 임계면, 정선군, 강원특별자치도, 26112, 대한민국",임계면
강원특별자치도,부수베리,1.7,2021,37.48018138478588,128.93689802290123,"도전리, 임계면, 정선군, 강원특별자치도, 26112, 대한민국",임계면
강원특별자치도,도전,2.8,2024,37.487570714224,128.91242046020523,"도전리, 임계면, 정선군, 강원특별자치도, 26112, 대한민국",임계면
강원특별자치도,사내골,2.04,2024,37.1497264601147,128.9203572438412,"서학로, 문곡소도동, 태백시, 정선군, 강원특별자치도, 26010, 대한민국",
강원특별자치도,휴양림,2.0,2024,37.135160256414274,129.0875914251305,"낙동정맥, 철암동, 태백시, 봉화군, 강원특별자치도, 25955, 대한민국",
강원특별자치도,흥정,2.0,2022,37.60689511035522,128.29391243232246,"무이리, 봉평면, 평창군, 강원특별자치도, 25305, 대한민국",봉평면
강원특별자치도,흥정,2.0,2021,37.59318040822817,128.30380423960963,"경강로, 태기리, 봉평면, 평창군, 강원특별자치도, 25261, 대한민국",봉평면
강원특별자치도,흥정,1.35,2022,37.60210991356949,128.29944621003423,"무이리, 봉평면, 평창군, 강원특별자치도, 25305, 대한민국",봉평면
강원특별자치도,흥정,1.0,2024,37.60671152833672,128.29486315806292,"무이리, 봉평면, 평창군, 강원특별자치도, 25305, 대한민국",봉평면
강원특별자치도,흥정,3.934,2024,37.60418654702139,128.2987754517603,"무이리, 봉평면, 평창군, 강원특별자치도, 25305, 대한민국",봉평면
강원특별자치도,유포,1.2,2022,37.51657055520872,128.3432694747258,"유포리, 봉평면, 평창군, 강원특별자치도, 25311, 대한민국",봉평면
강원특별자치도,유포,2.0,2024,37.51657055520872,128.3432694747258,"유포리, 봉평면, 평창군, 강원특별자치도, 25311, 대한민국",봉평면
강원특별자치도,회동,1.7,2024,37.36892844624105,128.50464281528497,"회동리, 미탄면, 평창군, 강원특별자치도, 25380, 대한민국",미탄면
강원특별자치도,회동,1.0,2022,37.38142274112092,128.49972552549286,"회동리, 미탄면, 평창군, 강원특별자치도, 25380, 대한민국",미탄면
강원특별자치도,회동,2.2,2023,37.36892844624105,128.50464281528497,"회동리, 미탄면, 평창군, 강원특별자치도, 25380, 대한민국",미탄면
강원특별자치도,회동,0.4,2023,37.35253724175258,128.50760306239297,"평안한치길, 창리, 미탄면, 평창군, 강원특별자치도, 25381, 대한민국",미탄면
강원특별자치도,백석산,2.0,2024,37.575699193402166,128.47294807424413,"신리, 대화면, 평창군, 강원특별자치도, 25354, 대한민국",대화면
강원특별자치도,보래령,2.0,2024,37.64806305353848,128.36376837279798,"원길리, 봉평면, 평창군, 강원특별자치도, 25302, 대한민국",봉평면
강원특별자치도,보래령,0.9,2024,37.66538360605563,128.37513130980906,"덕거리, 봉평면, 평창군, 강원특별자치도, 25301, 대한민국",봉평면
강원특별자치도,보래령,2.3,2023,37.66538360605563,128.37513130980906,"덕거리, 봉평면, 평창군, 강원특별자치도, 25301, 대한민국",봉평면
강원특별자치도,운두령,1.0,2024,37.65048139085064,128.41808925017833,"덕거리, 봉평면, 평창군, 강원특별자치도, 25301, 대한민국",봉평면
강원특별자치도,육백산,2.0,2020,37.19353401425774,129.16744690498726,"신리, 삼척시, 강원특별자치도, 25952, 대한민국",신리
강원특별자치도,사금산,1.52,2021,37.19691639600797,129.1583675597605,"신리, 삼척시, 강원특별자치도, 25952, 대한민국",신리
강원특별자치도,육백산,2.0,2020,37.195790815824736,129.1512619577863,"신리, 삼척시, 강원특별자치도, 25952, 대한민국",신리
강원특별자치도,신,2.0,2019,37.20345103436232,129.1506999564921,"신리, 삼척시, 강원특별자치도, 25952, 대한민국",신리
강원특별자치도,육백산2,1.0,2022,37.21165819676905,129.15141097034126,"문의재 터널, 도계읍, 삼척시, 강원특별자치도, 25941, 대한민국",도계읍
강원특별자치도,육백산1,0.86,2023,37.21177043333008,129.1596114619715,"문의재 터널, 노곡면, 삼척시, 강원특별자치도, 25941, 대한민국",노곡면
강원특별자치도,육백산1,1.0,2022,37.21655870446071,129.1607118764251,"문의재로, 노곡면, 삼척시, 강원특별자치도, 25941, 대한민국",노곡면
강원특별자치도,12육백산01,2.0,2012,37.20828571070771,129.14467867244397,"문의재로, 도계읍, 삼척시, 강원특별자치도, 25952, 대한민국",도계읍
강원특별자치도,심포,2.12,2020,37.19369917619311,129.0120154362424,"낙동정맥 피재~통리역, 도계읍, 삼척시, 강원특별자치도, 25952, 대한민국",도계읍
강원특별자치도,갬밭골,2.9,1999,37.31396169239657,129.1383863026861,"하군천리, 삼척시, 강원특별자치도, 25940, 대한민국",하군천리
강원특별자치도,하군천,0.7,2019,37.30365094006442,129.15012237741644,"하군천리, 삼척시, 강원특별자치도, 25940, 대한민국",하군천리
강원특별자치도,갬밭골재,1.9,2020,37.30721751012519,129.15275210493272,"노곡면, 삼척시, 강원특별자치도, 25940, 대한민국",노곡면
강원특별자치도,두위봉,0.8,2020,37.18368996043152,128.69964306318118,"녹전리, 산솔면, 영월군, 강원특별자치도, 26243, 대한민국",산솔면
강원특별자치도,두위봉,18.6,1998,37.18714801246868,128.7045742377802,"새비재길, 산솔면, 영월군, 강원특별자치도, 26244, 대한민국",산솔면
강원특별자치도,두위봉,2.84,2001,37.18217127413839,128.79994299044307,"직동로, 산솔면, 영월군, 강원특별자치도, 26244, 대한민국",산솔면
강원특별자치도,두위봉,1.3,2012,37.188930939342505,128.81010760014536,"새비재길, 사북읍, 정선군, 강원특별자치도, 26154, 대한민국",사북읍
강원특별자치도,두위봉,3.32,2015,37.17210428055789,128.82641947650288,"새비재길, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
강원특별자치도,두위봉,0.8,2022,37.179092702647566,128.81367811550055,"새비재길, 산솔면, 영월군, 강원특별자치도, 26154, 대한민국",산솔면
강원특별자치도,두위봉,1.6,2008,37.17210428055789,128.82641947650288,"새비재길, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
강원특별자치도,구래,2.28,2022,37.16778604893156,128.84030823303806,"새비재길, 고한읍, 정선군, 강원특별자치도, 26248, 대한민국",고한읍
강원특별자치도,두위봉,0.88,2013,37.167177473655855,128.8470971592366,"새비재길, 고한읍, 정선군, 강원특별자치도, 26248, 대한민국",고한읍
강원특별자치도,적실골,6.8,1998,37.15632701931287,128.89243581290663,"새비재길, 고한읍, 정선군, 강원특별자치도, 26248, 대한민국",고한읍
강원특별자치도,두위봉,1.4,2023,37.158751450132335,128.86500627641684,"새비재길, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
강원특별자치도,구래,0.9,2024,37.15980812169195,128.87902549032543,"혜선사, 새비재길, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
강원특별자치도,두위봉,2.0,2020,37.19879600579872,128.76099429237993,"새비재길, 직동리, 산솔면, 영월군, 강원특별자치도, 26244, 대한민국",산솔면
강원특별자치도,두위봉,0.7,2022,37.1989885663459,128.7633086713286,"새비재길, 직동리, 산솔면, 영월군, 강원특별자치도, 26244, 대한민국",산솔면
강원특별자치도,천평,2.0,2019,37.1139595199737,128.81320601991234,"덕구리, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
강원특별자치도,천평,0.4,2019,37.11190366159771,128.81170752254846,"덕구리, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
강원특별자치도,천평,1.6,2020,37.10642793310661,128.82063768879695,"덕구리, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
강원특별자치도,천평,1.6,2020,37.10883392736115,128.8264986000242,"천평리, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
강원특별자치도,천평,2.0,2019,37.11423812057907,128.8294401146114,"천평리, 상동읍, 영월군, 강원특별자치도, 26248, 대한민국",상동읍
