amount,ctprvn_cd,objt_id,end_tm,emd_cd,occu_mt,rn_adres,ar,end_de,sgg_cd,occu_year,occu_de,x,y,adres,resn,occu_day,end_mt,occu_date,end_year,occu_tm,가까운_지점,가까운_기상지점명,기상지점거리_km,지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),일시_dt,지점_clean,지점주소_x,시작일,종료일,지점주소_y,위도,경도
5551.0,41,6551,1540,41650340,4,,0,14,41650,2024,14,127.1682946,37.9352959,경기 포천 신북 갈월 산60,입산자실화,일요일,4.0,2024-04-14,2024,1405,504,포천,7.29771975534628,504.0,포천,2024-04-14,18.8,0.0,1.5,2024-04-14,포천,경기도 포천시 자작동,2021-09-10,2099-12-31,경기도 포천시 자작동,37.8704,127.1807
6206.0,27,6427,1450,27260115,3,,0,1,27260,2024,1,128.70628,35.84982,대구 수성 매호 산16,농막화재,금요일,3.0,2024-03-01,2024,1412,827,경산,4.359955531048394,827.0,경산,2024-03-01,0.6,0.0,3.5,2024-03-01,경산,경상북도 경산시 중방동,2012-12-04,2099-12-31,경상북도 경산시 중방동,35.8243,128.743
4463.0,27,6415,2100,27200103,1,,0,31,27200,2024,31,128.57604,35.82497,대구 남 대명 산224,입산자실화추정,수요일,1.0,2024-01-31,2024,1836,846,대구서구,6.032637061643896,846.0,대구서구,2024-01-31,8.3,0.0,1.3,2024-01-31,대구서,대구광역시 서구 중리동,2021-07-21,2099-12-31,대구광역시 서구 중리동,35.8651,128.531
3656.0,44,6416,1200,44180340,2,,0,1,44180,2024,1,126.63281,36.44645,충남 보령 청소 성연 350-1,보일러과열 추정,목요일,2.0,2024-02-01,2024,1033,618,청양,13.329305122443595,618.0,청양,2024-02-01,2.1,0.0,1.1,2024-02-01,청양,충청남도 청양군 청양읍 정좌리,2015-07-13,2099-12-31,충청남도 청양군 청양읍 정좌리,36.4237,126.7791
555.0,41,6417,1340,41500330,2,,0,3,41500,2024,3,127.43442,37.24294,경기 이천 호법 유산 산29-3,숯재취급부주의,토요일,2.0,2024-02-03,2024,1303,533,백사,9.313730083012285,533.0,백사,2024-02-03,4.3,0.0,0.8,2024-02-03,백사,경기도 이천시 백사면 조읍리,2020-07-11,2024-10-15,경기도 이천시 백사면 조읍리,37.3278,127.4807
8988759000.0,42,5381,1700,42750325,3,강원도 영월군 김삿갓면 영월동로 2585-1,184,11,42750,2022,4,128.6686641,37.1371663,강원도 영월군 김삿갓면 외룡리 산5,화목보일러불씨,금요일,3.0,2022-03-04,2022,1245,527,신동,8.571100216040227,527.0,신동,2022-03-04,5.9,0.0,3.4,2022-03-04,신동,강원특별자치도 정선군 신동읍 예미리,2015-07-13,2023-11-01,강원특별자치도 정선군 신동읍 예미리,37.2111,128.6413
6640000.0,42,5380,920,42730370,2,,0,26,42730,2022,26,127.8659815,37.497934,강원도 횡성군 서원면 창촌리 산12-1,화목보일러재투기,토요일,2.0,2022-02-26,2022,758,339,서원,1.7074912549873986,,,,,,,,,,,,,,
2685000.0,42,5379,1200,42730340,5,,0,17,42730,2022,17,128.1593083,37.514086,강원도 횡성군 갑천면 상대리 산229,원인미상,화요일,5.0,2022-05-17,2022,928,338,둔내,4.627929941813407,,,,,,,,,,,,,,
1304000.0,42,5378,1600,42730330,4,,0,24,42730,2022,24,128.2382836,37.5728384,강원도 횡성군 둔내면 화동리 산209,원인미상,일요일,4.0,2022-04-24,2022,1423,561,청일,7.604840392452897,561.0,청일,2022-04-24,15.3,0.0,1.4,2022-04-24,청일,강원특별자치도 횡성군 청일면 유동리,2015-07-13,2024-09-04,강원특별자치도 횡성군 청일면 유동리,37.5822,128.1528
9172000.0,42,5377,1600,42730320,5,,0,12,42730,2022,12,128.1361892,37.4657718,강원도 횡성군 안흥면 서사리 산274-1,원인미상,목요일,5.0,2022-05-12,2022,1300,583,안흥,1.6741073719444792,583.0,안흥,2022-05-12,16.8,0.0,0.9,2022-05-12,안흥,강원특별자치도 횡성군 안흥면 소사리,2015-07-13,2099-12-31,강원특별자치도 횡성군 안흥면 소사리,37.4646,128.1551
707000.0,42,5376,1500,42730320,6,,0,20,42730,2022,20,128.1488836,37.3911549,강원도 횡성군 안흥면 가천리 산10,산림사업장실화,월요일,6.0,2022-06-20,2022,1325,335,강림,4.014595353107422,,,,,,,,,,,,,,
51897000.0,42,5375,1735,42720380,3,,1,8,42720,2022,8,127.7583269,37.7144871,강원도 홍천군 북방면 원소리 산187,생활쓰레기소각추정,화요일,3.0,2022-03-08,2022,1419,558,팔봉,5.972300185680241,558.0,팔봉,2022-03-08,2.6,0.0,0.8,2022-03-08,팔봉,강원특별자치도 홍천군 서면 팔봉리,1992-11-05,2024-09-10,강원특별자치도 홍천군 서면 팔봉리,37.6861,127.7007
37554000.0,42,5374,1720,42720370,4,,0,12,42720,2022,12,127.5807846,37.6479336,강원도 홍천군 서면 길곡리 산43,잔디밭불씨부주의,화요일,4.0,2022-04-12,2022,1514,558,팔봉,11.376101924295337,558.0,팔봉,2022-04-12,19.0,0.0,1.5,2022-04-12,팔봉,강원특별자치도 홍천군 서면 팔봉리,1992-11-05,2024-09-10,강원특별자치도 홍천군 서면 팔봉리,37.6861,127.7007
376303000.0,42,5373,0,42720340,3,,8,12,42720,2022,12,128.2770733,37.7265193,강원도 홍천군 서석면 생곡리 산41-3,생활쓰레기소각,토요일,3.0,2022-03-12,2022,1409,535,서석,8.367747427902597,535.0,서석,2022-03-12,9.7,0.0,1.5,2022-03-12,서석,강원특별자치도 홍천군 서석면 풍암리,2015-07-13,2023-10-23,강원특별자치도 홍천군 서석면 풍암리,37.717,128.1827
5816000.0,42,5372,1742,42720320,9,,0,22,42720,2022,22,127.997783,37.9068086,강원도 홍천군 두촌면 자온리 산34-12,원인미상,목요일,9.0,2022-09-22,2022,1448,585,신남,8.938609691519456,585.0,신남,2022-09-22,15.5,0.0,0.6,2022-09-22,신남,강원특별자치도 인제군 남면 신풍리,2020-10-23,2023-11-01,강원특별자치도 인제군 남면 신풍리,37.96,128.0742
8869000.0,42,5371,1900,42720320,5,,0,15,42720,2022,15,128.0162339,37.8287155,강원도 홍천군 두촌면 철정리 산37-1,화덕불씨부주의,일요일,5.0,2022-05-15,2022,1736,522,화촌,5.434342702244195,522.0,화촌,2022-05-15,12.4,0.0,1.7,2022-05-15,화촌,강원특별자치도 홍천군 화촌면 주음치리,2021-10-15,2099-12-31,강원특별자치도 홍천군 화촌면 주음치리,37.7871,127.9838
32498000.0,42,5370,1547,42720320,2,,1,24,42720,2022,24,128.0154756,37.8424113,강원도 홍천군 두촌면 역내리 산14-4,산업현장실화(공사장용접),목요일,2.0,2022-02-24,2022,1358,522,화촌,6.75047722619702,522.0,화촌,2022-02-24,-6.3,0.0,1.8,2022-02-24,화촌,강원특별자치도 홍천군 화촌면 주음치리,2021-10-15,2099-12-31,강원특별자치도 홍천군 화촌면 주음치리,37.7871,127.9838
10211000.0,42,5369,1600,42230350,3,,1,29,42230,2022,29,129.208253,37.163315,강원도 삼척시 가곡면 탕곡리 산7,입산자(담뱃불)실화,화요일,3.0,2022-03-29,2022,1157,529,원덕,7.292855506920979,529.0,원덕,2022-03-29,10.3,0.0,1.8,2022-03-29,원덕,강원특별자치도 삼척시 원덕읍 산양리,2015-07-13,2024-09-20,강원특별자치도 삼척시 원덕읍 산양리,37.1416,129.2859
106404000.0,42,5368,1200,42230320,5,,2,19,42230,2022,18,128.9087543,37.3662573,강원도 삼척시 하장면 추동리 산1-1,원인미상,수요일,5.0,2022-05-18,2022,2255,579,하장,0.40623028475854744,579.0,하장,2022-05-18,17.3,0.0,2.5,2022-05-18,하장,(산지)강원특별자치도 삼척시 하장면 장전리,2020-10-21,2025-09-23,(산지)강원특별자치도 삼척시 하장면 장전리,37.3668,128.9133
141544000.0,42,5367,1400,42230310,12,,5,14,42230,2022,14,129.2319647,37.3288131,강원도 삼척시 근덕면 동막리 산526-1,원인미상,수요일,12.0,2022-12-14,2022,449,310,궁촌,2.9304028915155276,310.0,궁촌,2022-12-14,-3.7,0.0,3.2,2022-12-14,궁촌,강원특별자치도 삼척시 근덕면 궁촌리,2015-07-13,2023-11-01,강원특별자치도 삼척시 근덕면 궁촌리,37.3247,129.2647
2280000.0,42,5366,1440,42230253,10,,0,2,42230,2022,2,129.3284281,37.2268603,강원도 삼척시 원덕읍 임원리 산379,원인미상,일요일,10.0,2022-10-02,2022,1238,529,원덕,10.201676524661389,529.0,원덕,2022-10-02,18.0,1.0,1.6,2022-10-02,원덕,강원특별자치도 삼척시 원덕읍 산양리,2015-07-13,2024-09-20,강원특별자치도 삼척시 원덕읍 산양리,37.1416,129.2859
596000.0,42,5365,1810,42190102,5,강원도 태백시 양지길 25,0,3,42190,2022,3,129.0191576,37.1104134,강원도 태백시 장성동 산1,전신주고압선피복손상불티,화요일,5.0,2022-05-03,2022,1616,831,석포,8.059662967188627,831.0,석포,2022-05-03,9.6,0.0,1.1,2022-05-03,석포,(산지)경상북도 봉화군 석포면 대현리,2015-07-13,2099-12-31,(산지)경상북도 봉화군 석포면 대현리,37.0401,128.9971
181164000.0,42,5364,2300,42170126,2,,4,22,42170,2022,22,129.0438653,37.506157,강원도 동해시 이로동 산273,쓰레기소각(생활),화요일,2.0,2022-02-22,2022,1432,677,달방댐,2.3444904666637565,677.0,달방댐,2022-02-22,-2.6,0.0,3.2,2022-02-22,달방댐,(산지)강원특별자치도 동해시 신흥동,2021-10-15,2099-12-31,(산지)강원특별자치도 동해시 신흥동,37.5173,129.0213
5874000.0,42,5363,1810,42150360,2,,0,24,42150,2022,24,128.8324866,37.8149445,강원도 강릉시 사천면 노동리 산76,원인미상,목요일,2.0,2022-02-24,2022,1656,566,연곡,4.239640052470272,566.0,연곡,2022-02-24,0.5,0.0,3.1,2022-02-24,연곡,강원특별자치도 강릉시 연곡면 송림리,2016-07-11,2023-10-13,강원특별자치도 강릉시 연곡면 송림리,37.8516,128.8192
213650000000.0,42,5362,1300,42150350,3,,4190,11,42150,2022,5,129.0129601,37.5601462,강원도 강릉시 옥계면 남양리 산453-1,방화,토요일,3.0,2022-03-05,2022,108,677,달방댐,4.82069358619248,677.0,달방댐,2022-03-05,5.2,0.0,4.7,2022-03-05,달방댐,(산지)강원특별자치도 동해시 신흥동,2021-10-15,2099-12-31,(산지)강원특별자치도 동해시 신흥동,37.5173,129.0213
2182000.0,42,5361,2247,42150320,12,,0,25,42150,2022,25,128.8007053,37.6745871,강원도 강릉시 왕산면 왕산리 산212,주택화재비화,일요일,12.0,2022-12-25,2022,2107,678,강릉성산,5.9124404173964775,678.0,강릉성산,2022-12-25,-0.8,0.0,1.9,2022-12-25,강릉성산,(산지)강원특별자치도 강릉시 성산면 어흘리,2020-10-23,2099-12-31,(산지)강원특별자치도 강릉시 성산면 어흘리,37.7248,128.7786
4692000.0,42,5360,1223,42150320,6,,0,4,42150,2022,4,128.8360372,37.5346983,강원도 강릉시 왕산면 고단리 산214-1,불씨취급부주의,토요일,6.0,2022-06-04,2022,1116,497,삽당령,4.705341535608646,497.0,삽당령,2022-06-04,14.7,0.0,1.0,2022-06-04,삽당령,(산지)강원특별자치도 강릉시 왕산면 송현리,2021-10-15,2099-12-31,(산지)강원특별자치도 강릉시 왕산면 송현리,37.5752,128.8515
15870000.0,42,5359,1600,42150320,4,,0,4,42150,2022,4,128.7987252,37.6770514,강원도 강릉시 왕산면 왕산리 산210,불씨취급부주의,월요일,4.0,2022-04-04,2022,1237,678,강릉성산,5.596852011061801,678.0,강릉성산,2022-04-04,11.3,0.0,2.2,2022-04-04,강릉성산,(산지)강원특별자치도 강릉시 성산면 어흘리,2020-10-23,2099-12-31,(산지)강원특별자치도 강릉시 성산면 어흘리,37.7248,128.7786
1631599000.0,42,5358,2100,42150310,3,,31,5,42150,2022,4,128.8212224,37.7720812,강원도 강릉시 성산면 송암리 산114-1,원인미상,금요일,3.0,2022-03-04,2022,2219,678,강릉성산,6.456321421988052,678.0,강릉성산,2022-03-04,8.7,0.0,4.1,2022-03-04,강릉성산,(산지)강원특별자치도 강릉시 성산면 어흘리,2020-10-23,2099-12-31,(산지)강원특별자치도 강릉시 성산면 어흘리,37.7248,128.7786
1732000.0,42,5357,1440,42150250,12,,0,5,42150,2022,5,128.7972512,37.8989459,강원도 강릉시 주문진읍 향호리 산216,원인미상,월요일,12.0,2022-12-05,2022,1332,523,주문진,2.1194843379478856,523.0,주문진,2022-12-05,-0.5,0.0,1.4,2022-12-05,주문진,강원특별자치도 강릉시 주문진읍 주문리,2010-12-10,2024-08-21,강원특별자치도 강릉시 주문진읍 주문리,37.8985,128.8214
61892000.0,42,5356,431,42150134,11,,1,26,42150,2022,25,128.8553122,37.7871109,강원도 강릉시 대전동 산188-2외7,원인미상,토요일,11.0,2022-11-25,2022,2343,524,경포,3.38339561894661,524.0,경포,2022-11-25,15.1,0.0,4.7,2022-11-25,경포,강원특별자치도 강릉시 운정동,2010-11-12,2023-10-05,강원특별자치도 강릉시 강문동,37.7858,128.9248
2951000.0,42,5355,2320,42150133,4,,0,24,42150,2022,24,128.8580533,37.7787026,강원도 강릉시 죽헌동 산115-1,원인미상,일요일,4.0,2022-04-24,2022,2240,524,경포,3.2530987444776875,524.0,경포,2022-04-24,21.1,0.0,3.9,2022-04-24,경포,강원특별자치도 강릉시 운정동,2010-11-12,2023-10-05,강원특별자치도 강릉시 강문동,37.7858,128.9248
3153000.0,42,5354,2030,42130390,5,,0,21,42130,2022,21,128.1635909,37.2520401,강원도 원주시 신림면 황둔리 산134,원인미상,토요일,5.0,2022-05-21,2022,1718,582,신림,7.752479010721008,582.0,신림,2022-05-21,17.3,0.0,1.7,2022-05-21,신림,강원특별자치도 원주시 신림면 신림리,2020-01-03,2099-12-31,강원특별자치도 원주시 신림면 신림리,37.2315,128.0799
8072000.0,42,5353,1740,42130380,2,강원도 원주시 판부면 취실길 54,0,21,42130,2022,21,127.9324433,37.3145812,강원도 원주시 판부면 서곡리 산3,건축물화재비화,월요일,2.0,2022-02-21,2022,1536,345,학성,6.777429707605908,,,,,,,,,,,,,,
20233000.0,42,5351,1230,42130114,2,,0,19,42130,2022,19,128.0209045,37.348985,강원도 원주시 행구동 산43-2,원인미상,토요일,2.0,2022-02-19,2022,845,345,학성,7.2230186168334365,,,,,,,,,,,,,,
22536000.0,42,5350,1720,42130112,2,,0,14,42130,2022,14,127.962048,37.3585775,강원도 원주시 태장동 산155-1,창고화재,월요일,2.0,2022-02-14,2022,1510,345,학성,2.2882295917327697,,,,,,,,,,,,,,
1320000.0,42,5349,2000,42110400,4,,0,15,42110,2022,15,127.6237247,37.8134288,강원도 춘천시 남산면 강촌리 산156-2,원인미상,금요일,4.0,2022-04-15,2022,1749,588,남산,3.037376953917092,588.0,남산,2022-04-15,10.0,0.0,1.6,2022-04-15,남산,강원특별자치도 춘천시 남산면 방곡리,2021-10-15,2025-10-17,강원특별자치도 춘천시 남산면 방곡리,37.7907,127.6429
52982000.0,42,5348,1830,42110380,4,,1,21,42110,2022,21,127.8733599,37.9748572,강원도 춘천시 북산면 오항리 산125-1,입산자실화,목요일,4.0,2022-04-21,2022,1458,586,북산,6.372662139341734,586.0,북산,2022-04-21,14.4,0.0,1.6,2022-04-21,북산,강원특별자치도 춘천시 북산면 추곡리,2020-10-23,2024-10-16,강원특별자치도 춘천시 북산면 추곡리,38.0321,127.8769
20386000.0,42,5347,300,42110350,4,,1,23,42110,2022,22,127.6595075,37.900919,강원도 춘천시 서면 방동리 산110-2,원인미상,금요일,4.0,2022-04-22,2022,2153,531,가평북면,9.420669030260992,531.0,가평북면,2022-04-22,14.5,0.0,1.8,2022-04-22,가평북면,경기도 가평군 북면 소법리,2017-08-25,2023-10-12,경기도 가평군 북면 소법리,37.8981,127.5522
16252000.0,42,5346,1740,42110340,1,강원도 춘천시 남면 한덕발산길 447-24,0,31,42110,2022,31,127.627286,37.705838,강원도 춘천시 남면 한덕리 산15,밭두렁소각,공휴일,1.0,2022-01-31,2022,1410,558,팔봉,6.822007170895965,558.0,팔봉,2022-01-31,-6.0,0.0,0.7,2022-01-31,팔봉,강원특별자치도 홍천군 서면 팔봉리,1992-11-05,2024-09-10,강원특별자치도 홍천군 서면 팔봉리,37.6861,127.7007
7407000.0,42,5345,1100,42110340,1,,0,30,42110,2022,30,127.5656218,37.7568062,강원도 춘천시 남면 가정리 산112,원인미상,일요일,1.0,2022-01-30,2022,621,675,남이섬,4.956708895767846,675.0,남이섬,2022-01-30,-6.1,0.0,0.6,2022-01-30,남이섬,강원특별자치도 춘천시 남산면 방하리,2011-06-07,2023-11-01,강원특별자치도 춘천시 남산면 방하리,37.7898,127.5277
3837000.0,42,5343,1250,42110250,2,강원도 춘천시 신북읍 춘화로 21-22,0,9,42110,2022,9,127.6755519,37.968225,강원도 춘천시 신북읍 용산리 산102-1,성묘객실화(향불),수요일,2.0,2022-02-09,2022,1117,978,춘천신북,8.961467334791966,978.0,춘천신북,2022-02-09,-2.5,0.0,0.8,2022-02-09,춘천신북,강원특별자치도 춘천시 신북읍 유포리,2018-02-01,2025-10-01,강원특별자치도 춘천시 신북읍 유포리,37.9546,127.7763
514000.0,41,5342,1340,41830410,2,,0,10,41830,2022,10,127.535302,37.4465815,경기도 양평군 개군면 하자포리 산35-4,쓰레기소각,목요일,2.0,2022-02-10,2022,1247,574,대신,9.72550111256955,574.0,대신,2022-02-10,-1.6,0.0,1.5,2022-02-10,대신,경기도 여주시 대신면 초현리,2020-10-09,2099-12-31,경기도 여주시 대신면 초현리,37.3694,127.5871
2827000.0,41,5341,1520,41830410,11,,0,30,41830,2022,30,127.568974,37.4360403,경기도 양평군 개군면 향리 산41-1,원인미상,수요일,11.0,2022-11-30,2022,1439,574,대신,7.581065725561292,574.0,대신,2022-11-30,-4.1,0.0,3.4,2022-11-30,대신,경기도 여주시 대신면 초현리,2020-10-09,2099-12-31,경기도 여주시 대신면 초현리,37.3694,127.5871
949000.0,41,5340,1455,41830400,4,,0,16,41830,2022,16,127.5407655,37.5141658,경기도 양평군 용문면 연수리 산132-1,원인미상,토요일,4.0,2022-04-16,2022,1420,326,용문산,7.1292463823447445,326.0,용문산,2022-04-16,9.9,0.0,1.2,2022-04-16,용문산,경기도 양평군 용문면 중원리,2015-07-13,2022-10-27,경기도 양평군 용문면 중원리,37.5455,127.6113
4683000.0,41,5339,1335,41830400,11,,0,20,41830,2022,20,127.5469315,37.5158836,경기도 양평군 용문면 연수리 산129,담뱃불실화,일요일,11.0,2022-11-20,2022,1258,326,용문산,6.562217006190481,326.0,용문산,2022-11-20,9.3,0.0,0.6,2022-11-20,용문산,경기도 양평군 용문면 중원리,2022-10-27,2099-12-31,경기도 양평군 용문면 중원리,37.5455,127.6113
518000.0,41,5337,1300,41830380,4,,0,4,41830,2022,4,127.7236828,37.4952089,경기도 양평군 양동면 금왕리 234,쓰레기소각,월요일,4.0,2022-04-04,2022,1215,573,청운,7.061617713423566,573.0,청운,2022-04-04,7.0,0.0,2.0,2022-04-04,청운,경기도 양평군 청운면 용두리,2021-07-14,2099-12-31,경기도 양평군 청운면 용두리,37.5582,127.7135
31948000.0,41,5336,1300,41830380,11,,0,21,41830,2022,20,127.7534294,37.5010327,경기도 양평군 양동면 금왕리 산139,전투기추락,일요일,11.0,2022-11-20,2022,2011,573,청운,7.266745638233785,573.0,청운,2022-11-20,9.1,0.0,1.3,2022-11-20,청운,경기도 양평군 청운면 용두리,2021-07-14,2099-12-31,경기도 양평군 청운면 용두리,37.5582,127.7135
14016000.0,41,5335,1215,41830370,3,경기도 양평군 청운면 가현길 139,0,28,41830,2022,28,127.7103201,37.53787,경기도 양평군 청운면 가현리 544-4,용접작업중불꽃,월요일,3.0,2022-03-28,2022,1100,573,청운,2.2779092890514243,573.0,청운,2022-03-28,4.2,0.0,1.5,2022-03-28,청운,경기도 양평군 청운면 용두리,2021-07-14,2099-12-31,경기도 양평군 청운면 용두리,37.5582,127.7135
58480000.0,47,5054,1740,47920360,4,,0,11,47920,2021,11,128.9924728,36.8208551,경상북도 봉화군 재산면 현동리 산123-1,작엄장실화,일요일,4.0,2021-04-11,2021,1013,819,예안,20.348145117674605,819.0,예안,2021-04-11,10.8,0.0,1.2,2021-04-11,예안,경상북도 안동시 예안면 정산리,2020-01-03,2021-10-15,경상북도 안동시 예안면 정산리,36.6588,128.8864
83457000.0,47,5053,1700,47900420,4,,2,23,47900,2021,23,128.4397972,36.7863429,경상북도 예천군 효자면 보곡리 산21,담뱃불실화,금요일,4.0,2021-04-23,2021,1610,815,예천,14.221545812345422,815.0,예천,2021-04-23,15.2,0.0,1.0,2021-04-23,예천,경상북도 예천군 예천읍 동본리,2020-12-04,2023-11-02,경상북도 예천군 예천읍 동본리,36.66,128.4646
9604091000.0,47,5052,1800,47900340,2,,112,22,47900,2021,21,128.52748,36.7470462,경상북도 예천군 감천면 유리 산108,미상,일요일,2.0,2021-02-21,2021,1605,815,예천,11.185206258013771,815.0,예천,2021-02-21,9.9,0.0,1.4,2021-02-21,예천,경상북도 예천군 예천읍 동본리,2020-12-04,2023-11-02,경상북도 예천군 예천읍 동본리,36.66,128.4646
16818000.0,47,5051,1623,47830370,12,,0,24,47830,2021,24,128.2400106,35.6556043,경상북도 고령군 쌍림면 합가리 산25-4,입산자실화,금요일,12.0,2021-12-24,2021,1500,812,고령,5.88472425346273,812.0,고령,2021-12-24,2.2,0.0,0.5,2021-12-24,고령,경상북도 고령군 고령읍 내곡리,2013-01-01,2025-09-21,경상북도 고령군 고령읍 내곡리,35.696,128.2821
24427000.0,47,5050,1800,47830350,5,,0,27,47830,2021,27,128.3244243,35.7139135,경상북도 고령군 개진면 직리 산133,공장화재,목요일,5.0,2021-05-27,2021,1532,812,고령,4.309578894481263,812.0,고령,2021-05-27,17.5,0.0,1.7,2021-05-27,고령,경상북도 고령군 고령읍 내곡리,2013-01-01,2025-09-21,경상북도 고령군 고령읍 내곡리,35.696,128.2821
16904000.0,47,5049,330,47770380,1,,0,6,47770,2021,6,129.3197665,36.6267856,경상북도 영덕군 창수면 삼계리 산61,방화,수요일,1.0,2021-01-06,2021,130,802,온정,14.63637855511527,802.0,온정,2021-01-06,-5.4,0.0,3.7,2021-01-06,온정,경상북도 울진군 온정면 외선미리,2020-10-23,2021-08-11,경상북도 울진군 온정면 외선미리,36.7574,129.3401
1624794000.0,47,5048,2100,47770380,1,,10,6,47770,2021,6,129.3234044,36.6198424,경상북도 영덕군 창수면 오촌리 산20,방화,수요일,1.0,2021-01-06,2021,614,802,온정,15.367981446356575,802.0,온정,2021-01-06,-5.4,0.0,3.7,2021-01-06,온정,경상북도 울진군 온정면 외선미리,2020-10-23,2021-08-11,경상북도 울진군 온정면 외선미리,36.7574,129.3401
12535000.0,47,5047,2100,47770250,4,,0,2,47770,2021,2,129.383615,36.425473,경상북도 영덕군 영덕읍 우곡리 산9-7,입산자실화,금요일,4.0,2021-04-02,2021,1919,844,영덕읍,2.500322228562493,844.0,영덕읍,2021-04-02,12.9,0.0,1.5,2021-04-02,영덕읍,경상북도 영덕군 영덕읍 구미리,2020-12-04,2021-10-15,경상북도 영덕군 영덕읍 구미리,36.4355,129.3586
5277000.0,47,5046,2140,47770250,1,,0,11,47770,2021,11,129.428183,36.4514784,경상북도 영덕군 영덕읍 노물리 산65,건축물실화,월요일,1.0,2021-01-11,2021,1935,844,영덕읍,6.472818190818222,844.0,영덕읍,2021-01-11,-2.8,0.0,2.3,2021-01-11,영덕읍,경상북도 영덕군 영덕읍 구미리,2020-12-04,2021-10-15,경상북도 영덕군 영덕읍 구미리,36.4355,129.3586
4986000.0,47,5045,1722,47770250,2,,0,9,47770,2021,9,129.3698578,36.4250278,경상북도 영덕군 영덕읍 화개리 산2-1,입산자실화추정,화요일,2.0,2021-02-09,2021,1610,844,영덕읍,1.539601174720939,844.0,영덕읍,2021-02-09,0.9,0.0,3.4,2021-02-09,영덕읍,경상북도 영덕군 영덕읍 구미리,2020-12-04,2021-10-15,경상북도 영덕군 영덕읍 구미리,36.4355,129.3586
78577000.0,47,5044,1750,47760340,4,경상북도 영양군 수비면 남회룡로 478,1,16,47760,2021,16,129.1590013,36.8491941,경상북도 영양군 수비면 신암리 산19-84,입산자실화추정,금요일,4.0,2021-04-16,2021,1603,817,수비,9.237156535960978,817.0,수비,2021-04-16,10.0,0.0,2.7,2021-04-16,수비,(산지)경상북도 영양군 수비면 수하리,2015-07-13,2023-11-01,(산지)경상북도 영양군 수비면 수하리,36.7827,129.2212
50054000.0,47,5043,1400,47760320,1,,1,30,47760,2021,30,129.0808245,36.6774864,경상북도 영양군 청기면 청기리 산15,자연발화,토요일,1.0,2021-01-30,2021,1020,801,영양,5.871221420426824,801.0,영양,2021-01-30,-3.5,0.0,1.7,2021-01-30,영양,경상북도 영양군 영양읍 감천리,2015-07-13,2025-09-26,경상북도 영양군 영양읍 감천리,36.625,129.088
17942000.0,47,5042,1250,47760250,2,,0,10,47760,2021,10,129.1267619,36.6736812,경상북도 영양군 영양읍 삼지리 산38-2,쓰레기소각추정,수요일,2.0,2021-02-10,2021,1050,801,영양,6.423367688328248,801.0,영양,2021-02-10,-0.2,0.0,1.8,2021-02-10,영양,경상북도 영양군 영양읍 감천리,2015-07-13,2025-09-26,경상북도 영양군 영양읍 감천리,36.625,129.088
17146000.0,47,5041,1830,47750340,4,경상북도 청송군 현서면 면봉산길 685-1017,0,24,47750,2021,24,128.9911907,36.191822,경상북도 청송군 현서면 무계리 산21,미상,토요일,4.0,2021-04-24,2021,1417,805,죽장,9.357860206003764,805.0,죽장,2021-04-24,12.8,0.0,2.0,2021-04-24,죽장,경상북도 포항시북구 죽장면 방흥리,2020-10-10,2099-12-31,경상북도 포항시북구 죽장면 방흥리,36.1793,129.0943
8155000.0,47,5040,1605,47730370,2,,0,9,47730,2021,9,128.733566,36.284948,경상북도 의성군 금성면 운곡리 산61-2,묘지주변소각,화요일,2.0,2021-02-09,2021,1424,807,의흥,12.250287169941066,807.0,의흥,2021-02-09,-2.1,0.0,1.7,2021-02-09,의흥,대구광역시 군위군 수서리,2017-08-25,2022-10-25,경상북도 군위군 의흥면 수서리,36.1797,128.6932
994000.0,47,5039,10,47730310,2,,0,21,47730,2021,20,128.6742585,36.3938517,경상북도 의성군 단촌면 방하리 산24-10,입산자실화,토요일,2.0,2021-02-20,2021,2252,803,옥산,12.284394690555347,803.0,옥산,2021-02-20,6.0,0.0,2.0,2021-02-20,옥산,경상북도 의성군 옥산면 구성리,2020-12-04,2099-12-31,경상북도 의성군 옥산면 구성리,36.3947,128.8115
994000.0,47,5039,10,47730310,2,,0,21,47730,2021,20,128.6742585,36.3938517,경상북도 의성군 단촌면 방하리 산24-10,입산자실화,토요일,2.0,2021-02-20,2021,2252,803,옥산,12.284394690555347,803.0,옥산,2021-02-20,6.0,0.0,2.0,2021-02-20,옥산,경상북도 의성군 옥산면 구성리,2020-12-04,2026-02-25,경상북도 의성군 옥산면 구성리,36.3947,128.8115
5097000.0,47,5038,1530,47730250,2,,0,12,47730,2021,12,128.7150093,36.3081413,경상북도 의성군 의성읍 오로리 산66,양봉장불씨처리부주의,금요일,2.0,2021-02-12,2021,1340,803,옥산,12.934871386615718,803.0,옥산,2021-02-12,4.1,0.0,0.8,2021-02-12,옥산,경상북도 의성군 옥산면 구성리,2020-12-04,2099-12-31,경상북도 의성군 옥산면 구성리,36.3947,128.8115
