amount,ctprvn_cd,objt_id,end_tm,emd_cd,occu_mt,rn_adres,ar,end_de,sgg_cd,occu_year,occu_de,x,y,adres,resn,occu_day,end_mt,occu_date,end_year,occu_tm
50033,47,3859,1145,47113119,04,,0,05,47113,2019,05,14399491.20654,4310320.30206,경상북도 포항시 북구 창포동 산76-4,입산자 실화추정,금요일,04,20190405,2019,0924
5551,41,6551,1540,41650340,4,,0,14,41650,2024,14,14156309.79961,4570289.31847,경기 포천 신북 갈월 산60,입산자실화,일요일,4,20240414,2024,1405
0,41,1833,1250,41610340,01,,0,11,41610,2016,11,14168836.6,4503485.431,경기도 광주시 퇴촌면 산92,쓰레기 소각,월요일,01,20160111,2016,1100
638,41,3720,1400,41410108,03,,0,09,41410,2019,09,14127948.64,4484150.631,경기도 군포시 대야미동 산59-3,농산폐기물 소각,토요일,03,20190309,2019,1309
6206,27,6427,1450,27260115,3,,0,1,27260,2024,1,14327517.5514965,4279976.46351893,대구 수성 매호 산16,농막화재,금요일,3,20240301,2024,1412
0,47,1692,1300,47230122,06,,0,10,47230,2015,10,14352838,4302707.927,경상북도 영천시 도림동 890-1,쓰레기소각,수요일,06,20150610,2015,1111
0,42,1691,1739,42810320,06,,0,09,42810,2015,09,14285445.66,4606444.003,강원도 인제군 북면 용대리 산91,기타(직접입력),화요일,06,20150609,2015,1703
0,27,1690,1420,27140123,06,,0,09,27140,2015,09,14328673.5,4286593.823,대구광역시 동구 각산동 산46-1,기타(직접입력),화요일,06,20150609,2015,1319
0,11,1689,1240,11620101,06,,0,09,11620,2015,09,14133264.3,4503340.19,서울특별시 관악구 봉천동 산4-2,담뱃불실화,화요일,06,20150609,2015,1107
0,30,1688,1648,30110107,06,,0,08,30110,2015,08,14190589.74,4342630.875,대전광역시 동구 판암동 산30-6,등산객실화,월요일,06,20150608,2015,1620
0,41,1687,1230,41650350,06,,0,08,41650,2015,08,14160979.54,4578388.799,경기도 포천시 창수면 가양리 산5,등산객실화,월요일,06,20150608,2015,1115
0,41,1686,1330,41650340,06,,0,08,41650,2015,08,14153631.18,4573804.091,경기도 포천시 신북면 갈월리 336-2,등산객실화,월요일,06,20150608,2015,1110
0,41,1685,1930,41310106,06,,0,07,41310,2015,07,14149627.58,4518406.284,경기도 구리시 아천동 산51,방화,일요일,06,20150607,2015,1730
0,29,1684,1720,29200155,06,,0,07,29200,2015,07,14109699.41,4178539.62,광주광역시 광산구 연산동 산91,농산폐기물소각,일요일,06,20150607,2015,1637
0,41,1683,1830,41650410,06,,0,07,41650,2015,07,14172068.18,4564255.64,경기도 포천시 화현면 화현리 1160-4,등산객실화,일요일,06,20150607,2015,1610
0,45,1682,1700,45720380,06,,0,07,45720,2015,07,14181211.96,4274882.64,전라북도 진안군 부귀면 수항리 산184,기타(직접입력),일요일,06,20150607,2015,1500
0,45,1681,1630,45710370,06,,0,07,45710,2015,07,14151086.79,4304910.207,전라북도 완주군 비봉면 내월리 산56-43,등산객실화,일요일,06,20150607,2015,1430
0,42,1680,1430,42790250,06,,0,07,42790,2015,07,14218811.35,4599281.273,강원도 화천군 화천읍 풍산리 산121,등산객실화,일요일,06,20150607,2015,1230
0,11,1679,0250,11260103,06,,0,07,11260,2015,06,14147073.4,4524112.175,서울특별시 중랑구 중화동 산1,등산객실화,토요일,06,20150606,2015,2307
0,11,1678,2200,11110183,06,,0,06,11110,2015,06,14133981.57,4525100.112,서울특별시 종로구 평창동 535-1,등산객실화,토요일,06,20150606,2015,1800
0,41,1677,1930,41650380,06,,0,06,41650,2015,06,14180555.81,4592782.95,경기도 포천시 이동면 도평리 산378,등산객실화,토요일,06,20150606,2015,1710
0,44,1676,1700,44210250,06,,0,06,44210,2015,06,14078538.26,4430417.786,충청남도 서산시 대산읍 운산리 168-1,쓰레기소각,토요일,06,20150606,2015,1600
0,41,1675,1640,41590320,06,,0,06,41590,2015,06,14119537.31,4474324.213,경기도 화성시 비봉면 유포리 산7-6,쓰레기소각,토요일,06,20150606,2015,1520
0,29,936,1050,29140132,04,,0,06,29140,2014,06,14121233.38,4178725.321,광주광역시 서구 매월동 산105-3,원인미상,일요일,04,20140406,2014,1026
0,47,1674,1355,47250320,06,,0,06,47250,2015,06,14272521.31,4370233.436,경상북도 상주시 사벌면 덕가리 산71,쓰레기소각,토요일,06,20150606,2015,1250
0,45,1673,1210,45710370,06,,0,06,45710,2015,06,14151534.52,4304826.417,전라북도 완주군 비봉면 내월리 산56-42,산나물채취객실화,토요일,06,20150606,2015,1030
0,42,1672,0950,42170101,06,,0,05,42170,2015,05,14372574.1,4510879.637,강원도 동해시 천곡동 산16-1,등산객실화,금요일,06,20150605,2015,0832
0,41,1671,0705,41360310,06,,0,05,41360,2015,05,14148061.18,4537049.837,경기도 남양주시 별내면 청학리 산102-2,기타(직접입력),금요일,06,20150605,2015,0316
0,47,1670,0850,47750340,06,,0,08,47750,2015,05,14351377.89,4329463.219,경상북도 청송군 현서면 월정리 산26,기타(직접입력),금요일,06,20150605,2015,0000
0,42,1669,0140,42820250,06,,0,05,42820,2015,04,14298499.41,4626951.553,강원도 고성군 간성읍 탑동리 산145-1,기타(직접입력),목요일,06,20150604,2015,2356
0,47,1668,2300,47210370,06,,0,04,47210,2015,04,14314393.76,4427342.547,경상북도 영주시 순흥면 석교리 산7,농산폐기물소각,목요일,06,20150604,2015,2223
0,30,1667,2359,30200145,06,,1,04,30200,2015,04,14179945.08,4361973.739,대전광역시 유성구 봉산동 산,기타(직접입력),목요일,06,20150604,2015,2209
0,47,1666,1910,47920340,06,,0,04,47920,2015,04,14346862.82,4435892.466,경상북도 봉화군 춘양면 도심리 산33,쓰레기소각,목요일,06,20150604,2015,1732
0,44,1665,1630,44790360,06,,0,04,44790,2015,04,14122584.05,4351929.039,충청남도 청양군 장평면 화산리 산41-1,담뱃불실화,목요일,06,20150604,2015,1510
0,42,1664,1850,42150320,06,,0,04,42150,2015,04,14341838.43,4516755.675,강원도 강릉시 왕산면 송현리 산242-1,등산객실화,목요일,06,20150604,2015,1436
0,42,1663,1500,42780256,06,,1,05,42780,2015,04,14179451.64,4606844.531,강원도 철원군 갈말읍 문혜리 산31-1,쓰레기소각,목요일,06,20150604,2015,1330
0,43,1662,1400,43114250,06,,0,04,43114,2015,04,14197785.29,4395530.128,충청북도 청주시 청원구 내수읍 덕암리 산36,등산객실화,목요일,06,20150604,2015,1320
0,27,1661,1250,27710250,06,,0,04,27710,2015,04,14303159.43,4271114.68,대구광역시 달성군 화원읍 설화리 산72,기타(직접입력),목요일,06,20150604,2015,1145
0,41,1660,1540,41800370,06,,0,04,41800,2015,04,14144385.92,4601356.029,경기도 연천군 중면 합수리 산27,등산객실화,목요일,06,20150604,2015,1130
0,41,1658,1930,41650380,06,,5,04,41650,2015,04,14180666.62,4592102.526,경기도 포천시 이동면 도평리 산376-1,기타(직접입력),목요일,06,20150604,2015,0623
0,41,1657,1100,41630310,06,,0,04,41630,2015,04,14138422.63,4563984.493,경기도 양주시 은현면 봉암리 산72,등산객실화,목요일,06,20150604,2015,0330
0,47,1656,0925,47750340,06,,3,04,47750,2015,03,14351377.89,4329463.219,경상북도 청송군 현서면 월정리 산26,기타(직접입력),수요일,06,20150603,2015,2000
0,48,1655,1930,48740330,06,,0,03,48740,2015,03,14293333.04,4245881.355,경상남도 창녕군 대합면 대곡리 산83,기타(직접입력),수요일,06,20150603,2015,1530
0,42,1654,1900,42110340,06,,1,04,42110,2015,03,14200246.25,4544041.422,강원도 춘천시 남면 가정리 산96,농산폐기물소각,수요일,06,20150603,2015,1428
0,41,1652,1800,41650380,06,,0,03,41650,2015,03,14180555.81,4592782.95,경기도 포천시 이동면 도평리 산378,기타(직접입력),수요일,06,20150603,2015,1410
0,42,1651,1820,42810310,06,,0,03,42810,2015,03,14272791.11,4570592.454,강원도 인제군 남면 정자리 산43,등산객실화,수요일,06,20150603,2015,1350
0,41,1650,1500,41360253,06,,0,03,41360,2015,03,14157570.8,4540079.415,경기도 남양주시 진접읍 장현리 산57,기타(직접입력),수요일,06,20150603,2015,1307
0,42,1649,1342,42730330,06,,0,04,42730,2015,03,14269225.76,4506706.204,강원도 횡성군 둔내면 현천리 339,농산폐기물소각,수요일,06,20150603,2015,1158
0,48,1648,1140,48860400,06,,0,03,48860,2015,03,14247507.94,4221754.739,경상남도 산청군 신등면 장천리 산165,농산폐기물소각,수요일,06,20150603,2015,1015
0,41,1646,0230,41630104,06,,0,03,41630,2015,02,14143866.21,4548605.847,경기도 양주시 마전동 산40,등산객실화,화요일,06,20150602,2015,2227
0,47,1645,2230,47290250,06,,0,02,47290,2015,02,14340422.41,4290004.527,경상북도 경산시 하양읍 동서리 496-2,등산객실화,화요일,06,20150602,2015,2051
0,42,1644,1800,42110400,06,,0,02,42110,2015,02,14201870.67,4555739.412,강원도 춘천시 남산면 백양리 산2-7,등산객실화,화요일,06,20150602,2015,1530
0,41,1643,1600,41281109,06,,0,02,41281,2015,02,14130558.88,4532667.475,경기도 고양시 덕양구 지축동 산40-6,등산객실화,화요일,06,20150602,2015,1249
0,41,1642,1330,41310106,06,,0,02,41310,2015,02,14149627.58,4518406.284,경기도 구리시 아천동 산51,방화,화요일,06,20150602,2015,1040
0,11,940,1300,11530108,04,,0,06,11530,2014,06,14119339.37,4508896.298,서울특별시 구로구 오류동 산12-2,원인미상,일요일,04,20140406,2014,1244
0,46,939,1600,46860310,04,,0,06,46860,2014,06,14073526.6,4184666.125,전라남도 함평군 손불면 월천리 산16-2,입산자실화,일요일,04,20140406,2014,1150
0,44,938,1230,44760380,04,,0,06,44760,2014,06,14118074.97,4329543.492,충청남도 부여군 남면 송암리 산22-1,농산폐기물소각,일요일,04,20140406,2014,1120
0,46,937,1210,46720310,04,,0,06,46720,2014,06,14178234.82,4196909.222,전라남도 곡성군 오곡면 송정리 산3-2,입산자실화,일요일,04,20140406,2014,1120
0,46,935,1450,46910360,04,,0,06,46910,2014,06,13947938.17,4080234.797,전라남도 신안군 흑산면 태도리 산224-28,농산부산물소각,일요일,04,20140406,2014,1000
0,41,934,1040,41290104,04,,0,06,41290,2014,06,14141558.03,4497942.364,경기도 과천시 막계동 산35,입산자실화,일요일,04,20140406,2014,0500
0,28,933,1730,28200106,04,,0,05,28200,2014,05,14111166.1,4500054.278,인천광역시 남동구 운연동 207-5,입산자실화 추정,토요일,04,20140405,2014,1540
0,44,932,1800,44760440,04,,2,05,44760,2014,05,14134589.97,4331750.682,충청남도 부여군 석성면 봉정리 산9,쓰레기소각,토요일,04,20140405,2014,1239
0,41,931,1152,41390132,04,,0,05,41390,2014,05,14108930.4,4490648.217,경기도 시흥시 정왕동 산19-1,쓰레기소각,토요일,04,20140405,2014,1102
0,48,930,0000,48720340,04,,0,05,48720,2014,04,14275110.63,4200026.528,경상남도 의령군 화정면 상일리 산145,농산폐기물소각 추정,금요일,04,20140404,2014,2000
0,45,929,1640,45750250,04,,0,04,45750,2014,04,14165337.59,4240132.538,전라북도 임실군 임실읍 이인리 산34,묶은밭에서 잡풀소각,금요일,04,20140404,2014,1335
0,44,928,1850,44825340,04,,0,02,44825,2014,02,14048813.86,4413467.624,충청남도 태안군 소원면 소근리 산11-7,논밭두렁소각,수요일,04,20140402,2014,1654
0,28,927,2200,28200105,04,,0,02,28200,2014,02,14110108.2,4501022.198,인천광역시 남동구 서창동 산34-1,농산폐기물소각,수요일,04,20140402,2014,1518
0,44,926,1640,44210360,04,,0,02,44210,2014,02,14071278.48,4412858.13,충청남도 서산시 성연면 고남리 산107,농산폐기물소각,수요일,04,20140402,2014,1517
0,47,925,1316,47250460,04,,0,02,47250,2014,02,14265265.71,4378635.15,경상북도 상주시 이안면 지산리 산58,묘소 둑 소각,수요일,04,20140402,2014,1200
0,45,924,1320,45790340,04,,0,02,45790,2014,02,14084973.53,4214919.81,전라북도 고창군 공음면 용수리 산108,논두렁소각,수요일,04,20140402,2014,1115
0,26,923,1145,26710320,04,,0,02,26710,2014,02,14385163.11,4207470.535,부산광역시 기장군 정관면 예림리 산214,쓰레기소각,수요일,04,20140402,2014,1055
0,48,922,2330,48330340,04,,0,01,48330,2014,01,14372601.85,4222534.027,경상남도 양산시 하북면 용연리 산63-1,사찰화재비화(전기누전),화요일,04,20140401,2014,2030
0,28,921,2300,28200103,04,,0,01,28200,2014,01,14107225.99,4504776.31,인천광역시 남동구 만수동 산2-2,입산자실화 추정,화요일,04,20140401,2014,2010
0,42,920,1450,42730370,04,,0,01,42730,2014,01,14237805.38,4507908.625,강원도 횡성군 서원면 금대리 산203,전기누전추정,화요일,04,20140401,2014,1350
0,47,919,1322,47250430,04,,0,01,47250,2014,01,14249524.64,4366469.848,경상북도 상주시 외서면 예의리 산191,논밭두렁소각,화요일,04,20140401,2014,1230
0,28,918,1900,28710410,04,,0,01,28710,2014,01,14065455.48,4534908.419,인천광역시 강화군 삼산면 석포리 산60-1,입산자실화 추정,화요일,04,20140401,2014,1226
0,28,917,2300,28200102,03,,0,30,28200,2014,30,14106276.44,4504351.73,인천광역시 남동구 간석동 37-659,담뱃불실화 추정,일요일,03,20140330,2014,1705
0,36,916,0510,36110350,03,,0,29,36110,2014,29,14162605.69,4372902.058,세종특별자치시 장군면 대교리 산1-1,암자(세종사)화재,토요일,03,20140329,2014,0009
0,11,915,1800,11380103,03,,0,29,11380,2014,28,14131261.18,4525597.226,서울특별시 은평구 불광동 산42-1,원인미상,금요일,03,20140328,2014,2202
0,28,914,1950,28710330,03,,0,28,28710,2014,28,14080529.62,4527295.704,인천광역시 강화군 길상면 선두리 산310,입산자실화 추정,금요일,03,20140328,2014,1835
0,41,913,1700,41800320,03,,0,28,41800,2014,28,14145056.31,4578783.005,경기도 연천군 청산면 초성리 산117,원인미상,금요일,03,20140328,2014,1412
0,47,912,1340,47250320,03,,0,28,47250,2014,28,14272871.95,4369202.741,경상북도 상주시 사벌면 덕가리 산160,입산자실화 추정,금요일,03,20140328,2014,1251
0,42,911,2035,42760350,03,,0,27,42760,2014,27,14301462.96,4533303.943,강원도 평창군 용평면 노동리 산1-1,원인미상,목요일,03,20140327,2014,1829
0,42,910,1837,42720370,03,,0,27,42720,2014,27,14204783.3,4533614.371,강원도 홍천군 서면 모곡리 산82,작업장실화(용접 불티),목요일,03,20140327,2014,1729
0,42,909,1700,42780256,03,,0,27,42780,2014,27,14175074.04,4604386.647,강원도 철원군 갈말읍 문혜리 산304-3,입산자실화,목요일,03,20140327,2014,1548
0,47,908,1602,47210250,03,,0,27,47210,2014,27,14303680.01,4427202.19,경상북도 영주시 풍기읍 삼가리 산22-1,조사중,목요일,03,20140327,2014,1415
0,11,907,1630,11620103,03,,0,26,11620,2014,26,14134764.93,4504546.052,서울특별시 관악구 남현동 산57-4,낙엽소각,수요일,03,20140326,2014,1600
0,42,905,1710,42720320,03,,0,24,42720,2014,24,14250100.94,4560871.191,강원도 홍천군 두촌면 자은리 산170-1,전기누전 추정,월요일,03,20140324,2014,1627
0,46,904,1740,46790250,03,,0,24,46790,2014,24,14137399.26,4168702.253,전라남도 화순군 화순읍 다지리 산33-12,농산부산물소각,월요일,03,20140324,2014,1605
0,47,903,1538,47900410,03,,2,24,47900,2014,24,14284821.7,4367633.348,경상북도 예천군 풍양면 풍신리 산43,논밭두렁소각,월요일,03,20140324,2014,1333
0,47,902,1340,47170129,03,,0,24,47170,2014,24,14327819.54,4379963.688,경상북도 안동시 운안동 산124,농산폐기물소각,월요일,03,20140324,2014,1240
0,27,901,1120,27230114,03,,0,24,27230,2014,24,14318094.91,4290779.312,대구광역시 북구 동변동 산24-1,입산자실화,월요일,03,20140324,2014,1045
0,46,900,1240,46150320,03,,0,24,46150,2014,24,14193597.24,4162969.839,전라남도 순천시 서면 선평리 산2,농산부산물소각,월요일,03,20140324,2014,1024
0,47,898,1750,47170310,03,,0,23,47170,2014,23,14331052.94,4386162.388,경상북도 안동시 와룡면 이상리 산130-1,비닐하우스 가스폭발,일요일,03,20140323,2014,1700
0,46,897,1843,46150350,03,,1,23,46150,2014,23,14159929.66,4171102.661,전라남도 순천시 주암면 대광리 산258-1,입산자실화,일요일,03,20140323,2014,1630
0,47,896,1730,47720250,03,,0,23,47720,2014,23,14313198.05,4326384.828,경상북도 군위군 군위읍 무성리 산35,입산자실화,일요일,03,20140323,2014,1550
0,41,895,1510,41390101,03,,0,23,41390,2014,23,14113557.7,4502651.812,경기도 시흥시 대야동 산148-2,입산자실화,일요일,03,20140323,2014,1440
0,31,894,1700,31710370,03,,0,23,31710,2014,23,14376876.72,4249272.675,울산광역시 울주군 두서면 구량리 산22,입산자실화 추정,일요일,03,20140323,2014,1422
0,48,892,1430,48250132,03,,0,23,48250,2014,23,14340506.81,4185233.99,경상남도 김해시 장유동 산65-1,조사중,일요일,03,20140323,2014,1245
0,27,891,1300,27710253,03,,0,23,27710,2014,23,14301643.82,4264361.494,대구광역시 달성군 논공읍 본리리 산165-1,봄나물 채취 중 실화,일요일,03,20140323,2014,1204
2286,48,3162,1840,48170330,03,,0,03,48170,2018,03,14269928.86,4181258.434,경상남도 진주시 금곡면 검암리 885,건축물(주택)실화,토요일,03,20180303,2018,1725
11183,36,3161,1705,36110370,03,,0,03,36110,2018,03,14156854.75,4385612.431,세종특별자치시 세종특별자치시 전의면 달전리 323-3,성묘객 실화(담배꽁초),토요일,03,20180303,2018,1503
6421,48,3160,1500,48870320,03,,0,03,48870,2018,03,14220657.63,4222466.002,경상남도 함양군 휴천면 운서리 산95,건축물(주택)실화,토요일,03,20180303,2018,1233
4337,48,3159,1500,48121310,03,,0,03,48121,2018,03,14316859.6,4207813.123,경상남도 창원시 의창구 북면 월촌리 산1,원인미상,토요일,03,20180303,2018,1222
129310,27,3158,1500,27260125,02,,0,28,27260,2018,28,14323054.64,4281466.401,대구광역시 수성구 고모동 산92-4,입산자 실화추정,수요일,02,20180228,2018,0354
1580,45,3157,2235,45770350,02,,0,27,45770,2018,27,14152640.75,4218720.855,전라북도 순창군 팔덕면 광암리 산152,재선충병 방제작업 현장,화요일,02,20180227,2018,2105
4286,29,3156,1530,29200152,02,,0,27,29200,2018,27,14105606.38,4183180.049,광주광역시 광산구 지정동 산123,농산부산시물 소각,화요일,02,20180227,2018,1500
5546,44,3155,1430,44150320,02,,0,27,44150,2018,27,14139162.3,4348072.334,충청남도 공주시 탄천면 송학리 산59-2,쓰레기 소각,화요일,02,20180227,2018,1215
16896,44,3154,1500,44150330,02,,0,27,44150,2018,27,14156924.11,4350575.085,충청남도 공주시 계룡면 하대리 산4-1,성묘객 실화,화요일,02,20180227,2018,1215
1593,30,3153,1250,30200102,02,,0,27,30200,2018,27,14172690.17,4343657.07,대전광역시 유성구 교촌동 산7-5,성묘객 실화,화요일,02,20180227,2018,1205
36835,46,3152,0335,46720340,02,,1,27,46720,2018,26,14168439.33,4176657.683,전라남도 곡성군 목사동면 신기리 산1-1,원인미상,월요일,02,20180226,2018,2130
2920,47,3151,1840,47730320,02,,0,26,47730,2018,26,14333298.37,4357071.518,경상북도 의성군 점곡면 서변리 산13-1,농산폐기물 소각,월요일,02,20180226,2018,1740
2503,45,3150,1730,45190350,02,,0,26,45190,2018,26,14171432.82,4214202.64,전라북도 남원시 금지면 옹정리 산35,성묘객 실화,월요일,02,20180226,2018,1625
6865,41,3149,1700,41480320,02,,0,26,41480,2018,26,14110185.17,4555089.309,경기도 파주시 탄현면 금승리 산1,비닐하우스 누전추정,월요일,02,20180226,2018,1458
31316,48,3148,1900,48840360,02,,0,26,48840,2018,26,14230207.73,4139664.054,경상남도 남해군 서면 작장리 산193-1,논두렁 소각,월요일,02,20180226,2018,1430
11624,46,3147,1725,46890256,02,,0,26,46890,2018,26,14082768.63,4054569.367,전라남도 완도군 노화읍 내리 산56-4,쓰레기 소각,월요일,02,20180226,2018,1417
7689,41,3146,1700,41480360,02,,0,26,41480,2018,26,14121365.43,4565363.519,경기도 파주시 파평면 두포리 산2-1,원인미상,월요일,02,20180226,2018,1414
8430,41,3145,1700,41480370,02,,0,26,41480,2018,26,14129975.55,4571534.707,경기도 파주시 적성면 마지리 산1,원인미상,월요일,02,20180226,2018,1406
2058,45,3144,1410,45770310,02,,0,26,45770,2018,26,14156372.74,4226591.128,전라북도 순창군 인계면 심초리 산84,입산자 실화,월요일,02,20180226,2018,1340
3767,44,3143,1440,44180390,02,,0,26,44180,2018,26,14101681.03,4334301.238,충청남도 보령시 미산동 내평리 산8-4,화덕 불씨 취급 부주의,월요일,02,20180226,2018,1319
1826,36,3142,1430,36110340,02,,0,26,36110,2018,26,14167567.7,4363307.672,세종시 세종특별자치시 금남면 성덕리 132-1,원인미상,월요일,02,20180226,2018,1312
2870,47,3141,1420,47250430,02,,0,26,47250,2018,26,14260684.89,4368743.325,경상북도 상주시 외서면 관현리 산15외1필지,쓰레기 소각,월요일,02,20180226,2018,1308
3494,48,3140,1500,48170310,02,,0,26,48170,2018,26,14258516.05,4184477.059,경상남도 진주시 내동면 신율리 산78,입산자 실화,월요일,02,20180226,2018,1213
9319,47,3139,1340,47820310,02,,0,26,47820,2018,26,14325802.79,4251909.664,경상북도 청도군 각남면 칠성리 산24,성묘객 실화추정,월요일,02,20180226,2018,1205
2746,46,3138,1834,46790410,02,,0,25,46790,2018,25,14151537.47,4165164.892,전라남도 화순군 남면 절산리 산6-16,쓰레기 소각,일요일,02,20180225,2018,1704
14938,48,3137,1750,48860350,02,,0,25,48860,2018,25,14226650.29,4207812.85,경상남도 산청군 삼장면 대포리 산161임,주택화재 비화,일요일,02,20180225,2018,1456
1354,46,3136,1550,46910360,02,,0,25,46910,2018,25,13959249.41,4117509.547,전라남도 신안군 흑산면 비리 산124-3,입산자 실화추정,일요일,02,20180225,2018,1445
23515,41,3135,1350,41590262,02,,1,25,41590,2018,25,14120097.06,4469680.598,경기도 화성시 남양읍 북양리 산74-5,쓰레기 소각,일요일,02,20180225,2018,1119
32752,48,3134,1300,48890350,02,,0,25,48890,2018,25,14268349.13,4252066.101,경상남도 합천군 율곡면 노양리 산51,입산자 실화,일요일,02,20180225,2018,0725
2378,31,3133,1700,31710259,02,,0,23,31710,2018,23,14391566.45,4248885.458,울산광역시 울주군 범서읍 두산리 산291-4,농산폐기물 소각,금요일,02,20180223,2018,1543
17811,47,3132,1920,47820350,02,,0,22,47820,2018,22,14356994.17,4277754.983,경상북도 청도군 운문면 마일리 산119,쓰레기 소각추정,목요일,02,20180222,2018,1602
11822,45,3131,1730,45770320,02,,0,22,45770,2018,22,14159826.65,4228073.539,전라북도 순창군 동계면 어치리 산101-1,입산자 실화,목요일,02,20180222,2018,1417
10616,47,3130,1330,47760320,02,,0,22,47760,2018,22,14366663.61,4397575.038,경상북도 영양군 청기면 정족리 산196,주택화재(전기합선 추정),목요일,02,20180222,2018,1040
56207,48,3129,0900,48890440,02,,1,22,48890,2018,21,14258272.38,4224328.533,경상남도 합천군 가회면 외사리 산10,논두렁 소각,수요일,02,20180221,2018,1629
2419,48,3128,1800,48890460,02,,0,21,48890,2018,21,14263411.77,4238621.985,경상남도 합천군 용주면 손목리 산2-1,생활쓰레기 소각,수요일,02,20180221,2018,1613
7610,36,3126,1510,36110380,02,,0,21,36110,2018,21,14168324.22,4391997.75,세종특별자치시 세종특별자치시 전동면 노장리 산102-1,담뱃불 실화추정,수요일,02,20180221,2018,1312
5336,31,3125,1500,31710360,02,,0,21,31710,2018,21,14379138.85,4247920.298,울산광역시 울주군 두동면 천전리 산216-3,입산자 실화,수요일,02,20180221,2018,1235
2080,47,3124,1115,47130253,02,,0,21,47130,2018,21,14383353.07,4298045.559,경상북도 경주시 안강읍 근계리 산99-1,입산자 실화,수요일,02,20180221,2018,1020
22024,47,3123,1200,47820253,02,,0,21,47820,2018,21,14326554.64,4243669.432,경상북도 청도군 청도읍 평양리 산205-1외1,입산자 실화추정,수요일,02,20180221,2018,0455
6756,42,3122,1728,42770259,02,,0,20,42770,2018,20,14318009.87,4474409.803,강원도 정선군 신동읍 운치리 879임,농산부산시물 소각,화요일,02,20180220,2018,1556
2299,48,3120,1546,48250370,02,,0,20,48250,2018,20,14357154.47,4202795.598,경상남도 김해시 대동면 덕산리 산105,원인미상,화요일,02,20180220,2018,1422
2676,43,3119,1450,43130370,02,,0,20,43130,2018,20,14228623.88,4450991.325,충청북도 충주시 앙성면 능암리 산4-2,논두렁 소각,화요일,02,20180220,2018,1350
2828,46,3118,1215,46710380,02,,0,20,46710,2018,20,14140598.99,4222203.426,전라남도 담양군 용면 용연리 산56,생활쓰레기 소각,화요일,02,20180220,2018,1131
790,41,3117,2131,41590253,02,,0,19,41590,2018,19,14130022.86,4462568.482,경기도 화성시 봉담읍 덕우리 산4-2,쓰레기 소각,월요일,02,20180219,2018,2052
3171,44,3116,1800,44150127,02,,0,19,44150,2018,19,14157656.7,4366633.248,충청남도 공주시 동현동 산35,볏짚소각,월요일,02,20180219,2018,1637
7301,48,3115,2100,48890390,02,,0,19,48890,2018,19,14289107.76,4234536.653,경상남도 합천군 청덕면 앙진리 산49,화기취급 실화,월요일,02,20180219,2018,1518
761,45,2431,1530,45190116,03,,0,11,45190,2017,11,14181537.76,4221521.141,전라북도 남원시 도통동 산10-8,영농부산물 소각,토요일,03,20170311,2017,1430
1220,43,2430,1540,43720385,03,,0,11,43720,2017,11,14202592.5,4372186.171,충청북도 보은군 회인면 오동리 산61,쓰레기 소각(생활쓰레기),토요일,03,20170311,2017,1423
5238,47,2429,1520,47280253,03,,0,11,47280,2017,11,14249938.71,4384755.501,경상북도 문경시 가은읍 전곡리 산57,성묘객 실화,토요일,03,20170311,2017,1415
600,43,2428,1435,43130410,03,,0,11,43130,2017,11,14240940.18,4450498.202,충청북도 충주시 산척면 영덕리 산206,논밭두렁 소각,토요일,03,20170311,2017,1358
18590,47,2427,1515,47730320,03,,0,11,47730,2017,11,14335888.36,4361625.942,경상북도 의성군 점곡면 동변리 산124-1,트랙터 화재,토요일,03,20170311,2017,1346
0,41,2426,1520,41590360,03,,0,11,41590,2017,11,14124454.47,4458889.5,경기도 화성시 팔탄면 덕천리 산106,용접불꽃,토요일,03,20170311,2017,1250
3500,43,2425,1435,43740250,03,,0,11,43740,2017,11,14230568.34,4324284.29,충청북도 영동군 영동읍 임계리 산49,쓰레기 소각(과수전지목 소각),토요일,03,20170311,2017,1250
0,48,2424,1400,48850250,03,,0,11,48850,2017,11,14223876.43,4170830.066,경상남도 하동군 하동읍 신기리 산21-1,주택내 마당 불씨 비화,토요일,03,20170311,2017,1240
0,41,2423,1400,41820345,03,,0,11,41820,2017,11,14177953.27,4556273.245,경기도 가평군 조종면 신하리 산72-1,쓰레기 소각,토요일,03,20170311,2017,1232
0,44,2422,1330,44270253,03,,0,11,44270,2017,11,14107528.97,4425659.783,충청남도 당진시 송악읍 영천리 산68-13,불씨취급 부주의 비화(주변 가옥),토요일,03,20170311,2017,1230
3500,43,2421,1430,43740400,03,,0,11,43740,2017,11,14217781.05,4334175.459,충청북도 영동군 심천면 심천리 산8-6,주택내 인화물질 취급 부주의,토요일,03,20170311,2017,1203
0,41,2420,1300,41250103,03,,1,11,41250,2017,11,14145661.76,4564898.848,경기도 동두천시 생연동 산85-1,쓰레기 소각,토요일,03,20170311,2017,1030
730,43,2419,1045,43750350,03,,0,11,43750,2017,11,14182811.59,4432173.795,충청북도 진천군 이월면 신계리 산2-1,주택내 인화물질 취급 부주의,토요일,03,20170311,2017,0945
0,42,2418,0000,42720250,03,,0,10,42720,2017,10,14229637.64,4526826.951,강원도 홍천군 홍천읍 상오안리 산2,원인미상(조사중),금요일,03,20170310,2017,2130
0,28,2417,1800,28110146,03,,0,10,28110,2017,10,14083624.98,4506629.538,인천광역시 중구 운남동 산174-4,밭두렁 소각,금요일,03,20170310,2017,1600
