발생연도,발생일자,발생시간,진화시간_분,주소,시군구,발생원인,피해면적,대형산불여부,평균기온(°C),일강수량(mm),평균 풍속(m/s),기상데이터_출처
2024,20240414,1405,95.0,경기 포천 신북 갈월 산60,포천,입산자실화,0,False,18.34,0.0,1.44,경기도 포천시 자작동
2024,20240301,1412,38.0,대구 수성 매호 산16,수성,농막화재,0,False,-0.2333333333333333,0.0,3.2555555555555555,대구 광역 평균
2024,20240131,1836,144.0,대구 남 대명 산224,남,입산자실화추정,0,False,6.344444444444445,0.0,0.8444444444444444,대구 광역 평균
2024,20240201,1033,87.0,충남 보령 청소 성연 350-1,보령,보일러과열 추정,0,False,2.725,0.0,5.125,충청남도 보령시 오천면 녹도리
2024,20240203,1303,37.0,경기 이천 호법 유산 산29-3,이천,숯재취급부주의,0,False,3.55,0.0,0.8500000000000001,경기도 이천시 백사면 조읍리
2022,20220304,1245,10335.0,강원도 영월군 김삿갓면 외룡리 산5,영월군,화목보일러불씨,184,True,6.1,0.0,2.1,강원특별자치도 영월군 상동읍 내덕리
2022,20220226,758,82.0,강원도 횡성군 서원면 창촌리 산12-1,횡성군,화목보일러재투기,0,False,3.9,3.1666666666666665,3.0,강원특별자치도 횡성군 횡성읍 읍하리
2022,20220517,928,152.0,강원도 횡성군 갑천면 상대리 산229,횡성군,원인미상,0,False,15.6,0.0,1.5,강원특별자치도 횡성군 횡성읍 읍하리
2022,20220424,1423,97.0,강원도 횡성군 둔내면 화동리 산209,횡성군,원인미상,0,False,15.033333333333331,0.0,1.2666666666666666,강원특별자치도 횡성군 횡성읍 읍하리
2022,20220512,1300,180.0,강원도 횡성군 안흥면 서사리 산274-1,횡성군,원인미상,0,False,18.6,0.0,1.5666666666666669,강원특별자치도 횡성군 횡성읍 읍하리
2022,20220620,1325,95.0,강원도 횡성군 안흥면 가천리 산10,횡성군,산림사업장실화,0,False,23.366666666666664,0.0,0.9333333333333332,강원특별자치도 횡성군 횡성읍 읍하리
2022,20220308,1419,196.0,강원도 홍천군 북방면 원소리 산187,홍천군,생활쓰레기소각추정,1,False,1.35,0.0,1.35,강원특별자치도 홍천군 남면 시동리
2022,20220412,1514,126.0,강원도 홍천군 서면 길곡리 산43,홍천군,잔디밭불씨부주의,0,False,16.933333333333334,0.0833333333333333,2.12,강원특별자치도 홍천군 남면 시동리
2022,20220312,1409,,강원도 홍천군 서석면 생곡리 산41-3,홍천군,생활쓰레기소각,8,False,9.316666666666666,0.0833333333333333,1.8333333333333333,강원특별자치도 홍천군 남면 시동리
2022,20220922,1448,174.0,강원도 홍천군 두촌면 자온리 산34-12,홍천군,원인미상,0,False,14.083333333333334,0.0,0.95,강원특별자치도 홍천군 남면 시동리
2022,20220515,1736,84.0,강원도 홍천군 두촌면 철정리 산37-1,홍천군,화덕불씨부주의,0,False,11.2,0.0,1.6833333333333336,강원특별자치도 홍천군 남면 시동리
2022,20220224,1358,109.0,강원도 홍천군 두촌면 역내리 산14-4,홍천군,산업현장실화(공사장용접),1,False,-7.216666666666666,0.0,1.8,강원특별자치도 홍천군 남면 시동리
2022,20220329,1157,243.0,강원도 삼척시 가곡면 탕곡리 산7,삼척시,입산자(담뱃불)실화,1,False,9.116666666666667,0.0,1.75,강원특별자치도 삼척시 근덕면 궁촌리
2022,20220518,2255,785.0,강원도 삼척시 하장면 추동리 산1-1,삼척시,원인미상,2,False,20.666666666666668,0.0,2.25,강원특별자치도 삼척시 근덕면 궁촌리
2022,20221214,449,551.0,강원도 삼척시 근덕면 동막리 산526-1,삼척시,원인미상,5,False,-6.6000000000000005,0.0,3.633333333333333,강원특별자치도 삼척시 근덕면 궁촌리
2022,20221002,1238,122.0,강원도 삼척시 원덕읍 임원리 산379,삼척시,원인미상,0,False,17.0,1.1666666666666667,1.1333333333333335,강원특별자치도 삼척시 근덕면 궁촌리
2022,20220503,1616,114.0,강원도 태백시 장성동 산1,태백시,전신주고압선피복손상불티,0,False,11.92,0.0,2.964,강원 광역 평균
2022,20220222,1432,508.0,강원도 동해시 이로동 산273,동해시,쓰레기소각(생활),4,False,-2.6,0.0,3.2,(산지)강원특별자치도 동해시 신흥동
2022,20220224,1656,74.0,강원도 강릉시 사천면 노동리 산76,강릉시,원인미상,0,False,-1.5285714285714285,0.0,3.2428571428571438,(산지)강원특별자치도 강릉시 왕산면 송현리
2022,20220305,108,9352.0,강원도 강릉시 옥계면 남양리 산453-1,강릉시,방화,4190,True,3.457142857142857,0.0,4.485714285714286,(산지)강원특별자치도 강릉시 왕산면 송현리
2022,20221225,2107,100.0,강원도 강릉시 왕산면 왕산리 산212,강릉시,주택화재비화,0,False,-2.5285714285714285,0.0,2.242857142857143,(산지)강원특별자치도 강릉시 왕산면 송현리
2022,20220604,1116,67.0,강원도 강릉시 왕산면 고단리 산214-1,강릉시,불씨취급부주의,0,False,17.12857142857143,0.0,2.1,(산지)강원특별자치도 강릉시 왕산면 송현리
2022,20220404,1237,203.0,강원도 강릉시 왕산면 왕산리 산210,강릉시,불씨취급부주의,0,False,9.614285714285714,0.0,2.157142857142857,(산지)강원특별자치도 강릉시 왕산면 송현리
2022,20220304,2219,1361.0,강원도 강릉시 성산면 송암리 산114-1,강릉시,원인미상,31,False,8.685714285714285,0.0,3.571428571428572,(산지)강원특별자치도 강릉시 왕산면 송현리
2022,20221205,1332,68.0,강원도 강릉시 주문진읍 향호리 산216,강릉시,원인미상,0,False,-1.557142857142857,0.0,2.0285714285714285,(산지)강원특별자치도 강릉시 왕산면 송현리
2022,20221125,2343,288.0,강원도 강릉시 대전동 산188-2외7,강릉시,원인미상,1,False,11.928571428571429,0.0,4.071428571428571,(산지)강원특별자치도 강릉시 왕산면 송현리
2022,20220424,2240,40.0,강원도 강릉시 죽헌동 산115-1,강릉시,원인미상,0,False,18.514285714285712,0.0,2.442857142857143,(산지)강원특별자치도 강릉시 왕산면 송현리
2022,20220521,1718,192.0,강원도 원주시 신림면 황둔리 산134,원주시,원인미상,0,False,18.3,0.0,1.875,강원특별자치도 원주시 신림면 신림리
2022,20220221,1536,124.0,강원도 원주시 판부면 서곡리 산3,원주시,건축물화재비화,0,False,-4.625,0.0,2.65,강원특별자치도 원주시 신림면 신림리
2022,20220219,845,225.0,강원도 원주시 행구동 산43-2,원주시,원인미상,0,False,-1.95,0.0,2.125,강원특별자치도 원주시 신림면 신림리
2022,20220214,1510,130.0,강원도 원주시 태장동 산155-1,원주시,창고화재,0,False,0.725,0.5,2.15,강원특별자치도 원주시 신림면 신림리
2022,20220415,1749,131.0,강원도 춘천시 남산면 강촌리 산156-2,춘천시,원인미상,0,False,9.8,0.125,1.55,강원특별자치도 춘천시 북산면 추곡리
2022,20220421,1458,212.0,강원도 춘천시 북산면 오항리 산125-1,춘천시,입산자실화,1,False,14.05,0.0,1.45,강원특별자치도 춘천시 북산면 추곡리
2022,20220422,2153,307.0,강원도 춘천시 서면 방동리 산110-2,춘천시,원인미상,1,False,14.675,0.0,1.525,강원특별자치도 춘천시 북산면 추곡리
2022,20220131,1410,210.0,강원도 춘천시 남면 한덕리 산15,춘천시,밭두렁소각,0,False,-4.55,0.0,0.8,강원특별자치도 춘천시 북산면 추곡리
2022,20220130,621,279.0,강원도 춘천시 남면 가정리 산112,춘천시,원인미상,0,False,-6.35,0.0,0.725,강원특별자치도 춘천시 북산면 추곡리
2022,20220209,1117,93.0,강원도 춘천시 신북읍 용산리 산102-1,춘천시,성묘객실화(향불),0,False,-3.15,0.0,0.6,강원특별자치도 춘천시 북산면 추곡리
2022,20220210,1247,53.0,경기도 양평군 개군면 하자포리 산35-4,양평군,쓰레기소각,0,False,-1.7666666666666666,0.0,0.9666666666666668,경기도 양평군 용문면 중원리
2022,20221130,1439,41.0,경기도 양평군 개군면 향리 산41-1,양평군,원인미상,0,False,-5.1000000000000005,0.0,1.9333333333333331,경기도 양평군 용문면 중원리
2022,20220416,1420,35.0,경기도 양평군 용문면 연수리 산132-1,양평군,원인미상,0,False,9.7,0.0,1.6666666666666667,경기도 양평군 용문면 중원리
2022,20221120,1258,37.0,경기도 양평군 용문면 연수리 산129,양평군,담뱃불실화,0,False,9.0,0.0,0.7999999999999999,경기도 양평군 용문면 중원리
2022,20220404,1215,45.0,경기도 양평군 양동면 금왕리 234,양평군,쓰레기소각,0,False,7.266666666666667,0.0,1.4,경기도 양평군 용문면 중원리
2022,20221120,2011,1009.0,경기도 양평군 양동면 금왕리 산139,양평군,전투기추락,0,False,9.0,0.0,0.7999999999999999,경기도 양평군 용문면 중원리
2022,20220328,1100,75.0,경기도 양평군 청운면 가현리 544-4,양평군,용접작업중불꽃,0,False,4.233333333333333,0.0,1.2,경기도 양평군 용문면 중원리
2021,20210411,1013,447.0,경상북도 봉화군 재산면 현동리 산123-1,봉화군,작엄장실화,0,False,9.95,0.0,1.2999999999999998,(산지)경상북도 봉화군 석포면 대현리
2021,20210423,1610,50.0,경상북도 예천군 효자면 보곡리 산21,예천군,담뱃불실화,2,False,15.65,0.0,1.75,경상북도 예천군 예천읍 동본리
2021,20210221,1605,1555.0,경상북도 예천군 감천면 유리 산108,예천군,미상,112,True,9.75,0.0,1.5499999999999998,경상북도 예천군 예천읍 동본리
2021,20211224,1500,83.0,경상북도 고령군 쌍림면 합가리 산25-4,고령군,입산자실화,0,False,2.2,0.0,0.5,경상북도 고령군 고령읍 내곡리
2021,20210527,1532,148.0,경상북도 고령군 개진면 직리 산133,고령군,공장화재,0,False,17.5,0.0,1.7,경상북도 고령군 고령읍 내곡리
2021,20210106,130,120.0,경상북도 영덕군 창수면 삼계리 산61,영덕군,방화,0,False,-5.1,0.0,3.1,경상북도 영덕군 영덕읍 구미리
2021,20210106,614,886.0,경상북도 영덕군 창수면 오촌리 산20,영덕군,방화,10,False,-5.1,0.0,3.1,경상북도 영덕군 영덕읍 구미리
2021,20210402,1919,101.0,경상북도 영덕군 영덕읍 우곡리 산9-7,영덕군,입산자실화,0,False,12.9,0.0,1.5,경상북도 영덕군 영덕읍 구미리
2021,20210111,1935,125.0,경상북도 영덕군 영덕읍 노물리 산65,영덕군,건축물실화,0,False,-2.8,0.0,2.3,경상북도 영덕군 영덕읍 구미리
2021,20210209,1610,72.0,경상북도 영덕군 영덕읍 화개리 산2-1,영덕군,입산자실화추정,0,False,0.9,0.0,3.4,경상북도 영덕군 영덕읍 구미리
2021,20210416,1603,107.0,경상북도 영양군 수비면 신암리 산19-84,영양군,입산자실화추정,1,False,10.55,0.0,2.35,경상북도 영양군 영양읍 감천리
2021,20210130,1020,220.0,경상북도 영양군 청기면 청기리 산15,영양군,자연발화,1,False,-3.65,0.0,2.15,경상북도 영양군 영양읍 감천리
2021,20210210,1050,120.0,경상북도 영양군 영양읍 삼지리 산38-2,영양군,쓰레기소각추정,0,False,0.65,0.0,2.3,경상북도 영양군 영양읍 감천리
2021,20210424,1417,253.0,경상북도 청송군 현서면 무계리 산21,청송군,미상,0,False,13.25,0.0,1.75,경상북도 청송군 주왕산면 상의리
2021,20210209,1424,101.0,경상북도 의성군 금성면 운곡리 산61-2,의성군,묘지주변소각,0,False,-0.95,0.0,1.85,경상북도 의성군 옥산면 구성리
2021,20210220,2252,78.0,경상북도 의성군 단촌면 방하리 산24-10,의성군,입산자실화,0,False,7.05,0.0,1.9,경상북도 의성군 옥산면 구성리
2021,20210212,1340,110.0,경상북도 의성군 의성읍 오로리 산66,의성군,양봉장불씨처리부주의,0,False,4.85,0.0,0.6000000000000001,경상북도 의성군 옥산면 구성리
2021,20210115,2331,259.0,경상북도 군위군 우보면 나호리 산35-1,군위군,미상,0,False,6.381481481481482,0.0277777777777777,2.1259259259259258,경북 광역 평균
2021,20210331,1229,61.0,경상북도 군위군 효령면 장군리 산23-1,군위군,농산폐기물소각,0,False,11.262962962962964,0.0,1.4685185185185186,경북 광역 평균
2021,20211107,1359,66.0,경상북도 경산시 하양읍 동서리 496-2,경산시,방화추정,0,False,13.35,0.0,1.35,경상북도 경산시 중방동
2021,20210117,1446,124.0,경상북도 경산시 하양읍 남하리 산100-1,경산시,입산자실화추정,0,False,-3.1,0.0,2.6,경상북도 경산시 중방동
2021,20210411,1034,96.0,경상북도 문경시 동로면 생달리 산132-2,문경시,입산자실화추정,0,False,11.7,0.0,1.25,경상북도 문경시 마성면 외어리
2021,20210326,1944,56.0,경상북도 문경시 산북면 서중리 산28,문경시,쓰레기소각,0,False,12.9,0.0,1.5,경상북도 문경시 마성면 외어리
2021,20210322,1256,124.0,경상북도 문경시 호계면 우로리 산6-1,문경시,쓰레기소각,0,False,4.5,0.0,4.2,경상북도 문경시 마성면 외어리
2021,20211116,1239,201.0,경상북도 문경시 영순면 말응리 산92,문경시,담뱃불실화,0,False,6.35,0.0,1.85,경상북도 문경시 마성면 외어리
2021,20210420,1852,143.0,경상북도 문경시 문경읍 고요리 산84,문경시,용접작업,0,False,16.950000000000003,0.0,2.6,경상북도 문경시 마성면 외어리
2021,20210222,1407,153.0,경상북도 상주시 화남면 중눌리 산21,상주시,열선축열 추정,0,False,10.533333333333331,0.0,3.1,경상북도 상주시 공성면 장동리
2021,20210319,1439,38.0,경상북도 상주시 이안면 양범리 산87-1,상주시,입산자실화추정,0,False,10.7,0.0,1.9666666666666668,경상북도 상주시 공성면 장동리
2021,20210326,1851,63.0,경상북도 영천시 고경면 칠전리 산38,영천시,아궁이재처리부주의,1,False,13.55,0.0,1.7000000000000002,경상북도 영천시 신녕면 화성리
2021,20210407,1233,87.0,경상북도 영천시 고경면 칠전리 산49,영천시,성묘객실화,0,False,14.2,0.0,1.85,경상북도 영천시 신녕면 화성리
2021,20210116,2027,123.0,경상북도 영천시 화산면 화산리 산65,영천시,미상,0,False,0.4499999999999999,0.0,3.45,경상북도 영천시 신녕면 화성리
2021,20210114,1730,205.0,경상북도 영천시 신녕면 연정리 산93-5,영천시,미상,0,False,2.35,0.0,1.35,경상북도 영천시 신녕면 화성리
2021,20210115,2102,98.0,경상북도 영주시 풍기읍 삼가리 산10,영주시,미상,0,False,3.05,0.0,0.95,경상북도 영주시 부석면 소천리
2021,20210323,1532,118.0,경상북도 영주시 조암동 산39-2,영주시,절단작업불씨,0,False,7.949999999999999,0.0,1.7999999999999998,경상북도 영주시 부석면 소천리
2021,20211117,1555,80.0,경상북도 안동시 예안면 도목리 산64-1,안동시,쓰레기소각,0,False,4.9,0.0,0.85,경상북도 안동시 예안면 정산리
2021,20210221,1520,2400.0,경상북도 안동시 임동면 망천리 산329,안동시,조사중,307,True,10.25,0.0,1.775,경상북도 안동시 예안면 정산리
2021,20210103,914,286.0,경상북도 안동시 남후면 상아리 산32,안동시,굴삭기과열추정,0,False,-3.5,0.0,2.225,경상북도 안동시 예안면 정산리
2021,20210105,1155,230.0,경상북도 안동시 북후면 옹천리 산104-3,안동시,화목보일러재처리부주의,0,False,-3.025,0.0,1.975,경상북도 안동시 예안면 정산리
2021,20210424,939,111.0,경상북도 안동시 풍산읍 오미리 산147-2,안동시,입산자실화,0,False,15.125,0.0,1.25,경상북도 안동시 예안면 정산리
2021,20210224,1413,43.0,경상북도 안동시 풍산읍 마애리 산18,안동시,절단기불씨,0,False,2.65,0.0,1.275,경상북도 안동시 예안면 정산리
2021,20210208,1300,100.0,경상북도 안동시 정상동 산125-21,안동시,비닐하우스화재,0,False,-1.475,0.0,2.55,경상북도 안동시 예안면 정산리
2021,20211224,1454,86.0,경상북도 경주시 강동면 호명리 산8-2,경주시,입산자실화추정,1,False,4.26,0.0,2.4,경상북도 경주시 황성동
2021,20210118,1233,157.0,경상북도 경주시 양남면 서동리 산7,경주시,입산자실화,2,False,-1.86,0.0,2.88,경상북도 경주시 황성동
2021,20211213,2133,127.0,경상북도 경주시 외동읍 죽동리 산18-2,경주시,재투기추정,0,False,-0.8,0.0,3.76,경상북도 경주시 황성동
2021,20210111,1559,91.0,경상북도 경주시 암곡동 산1-7,경주시,방화추정,0,False,-3.64,0.0,1.64,경상북도 경주시 황성동
2023,20230403,1720,1180.0,충청남도 금산군 남이면 역평리 산 106,금산군,입산자실화(임산물채취),4,False,15.487878787878788,0.0,3.23939393939394,충남 광역 평균
2023,20230412,1102,57.0,충청남도 금산군 남일면 신동리 691-2,금산군,데크용접발화,0,False,8.854545454545454,0.0151515151515151,2.121212121212121,충남 광역 평균
2023,20230225,1800,181.0,충청남도 금산군 부리면 방우리 산 9,금산군,입산자실화,1,False,-0.128125,0.0,3.8875,충남 광역 평균
2023,20230201,1402,63.0,충청남도 금산군 부리면 어재리 산 54,금산군,쓰레기소각,0,False,1.5969696969696972,0.0,3.4375,충남 광역 평균
2023,20230314,1436,134.0,충청남도 금산군 부리면 평촌리 산 91-8,금산군,양봉장벌통소독중발화,3,False,7.581818181818181,0.0,4.53939393939394,충남 광역 평균
2023,20230328,1652,81.0,충청남도 당진시 송산면 당산리 산 32-5,당진시,쓰레기소각,0,False,6.949999999999999,0.0,1.5,충청남도 당진시 채운동
2023,20230307,1235,460.0,충청남도 당진시 면천면 율사리 산 104,당진시,농산폐기물소각,7,False,10.6,0.0,3.0,충청남도 당진시 채운동
2023,20230402,1119,3221.0,충청남도 당진시 대호지면 사성리 산 169,당진시,입산자실화,99,False,16.75,0.0,2.05,충청남도 당진시 채운동
2023,20230309,17,153.0,충청남도 당진시 석문면 교로리 861-3,당진시,입산자실화,0,False,10.3,0.0,2.75,충청남도 당진시 채운동
2023,20230311,2056,784.0,충청남도 당진시 석문면 난지도리 177-62,당진시,입산자실화,1,False,14.85,0.0,2.45,충청남도 당진시 채운동
2023,20230303,16,94.0,충청남도 당진시 시곡동 산 4-4,당진시,입산자실화,0,False,3.9,0.0,2.3,충청남도 당진시 채운동
2023,20230517,1044,226.0,충청남도 당진시 원당동 146,당진시,입산자실화(등산객),0,False,22.35,0.0,3.45,충청남도 당진시 채운동
2023,20230209,1940,60.0,충청남도 논산시 가야곡면 함적리 174-1,논산시,담뱃불실화,0,False,3.8,0.5,1.95,충청남도 논산시 덕지동
2023,20230612,1539,171.0,충청남도 논산시 양촌면 산직리 109,논산시,담뱃불실화,0,False,23.0,0.0,1.2000000000000002,충청남도 논산시 덕지동
2023,20230309,1557,93.0,충청남도 논산시 노성면 교촌리 산 5-1,논산시,성묘객실화,0,False,12.2,0.0,2.25,충청남도 논산시 덕지동
2023,20231209,1252,128.0,충청남도 서산시 해미면 황락리 88-19,서산시,담뱃불실화추정,0,False,12.7,0.0,3.1,충청남도 서산시 대산읍 대죽리
2023,20230402,847,154.0,충청남도 서산시 해미면 산수리 산 6,서산시,입산자실화(담배불추정),1,False,16.4,0.0,4.4,충청남도 서산시 대산읍 대죽리
2023,20230305,1918,136.0,충청남도 서산시 운산면 안호리 산 5,서산시,담뱃불실화,0,False,4.4,0.0,1.6,충청남도 서산시 대산읍 대죽리
2023,20230402,1311,279.0,충청남도 서산시 성연면 일람리 561-3,서산시,쓰레기소각,8,False,16.4,0.0,4.4,충청남도 서산시 대산읍 대죽리
2023,20230502,1131,112.0,충청남도 서산시 지곡면 장현리 418,서산시,농산부산물소각,0,False,16.3,0.0,2.2,충청남도 서산시 대산읍 대죽리
2023,20230427,1417,170.0,충청남도 서산시 대산읍 기은리 산 45-12,서산시,전기누전,0,False,10.075,0.0,1.759375,충남 광역 평균
2023,20231027,648,493.0,충청남도 서산시 대산읍 오지리 271,서산시,입산자실화,0,False,15.9,0.0,2.6,충청남도 서산시 대산읍 대죽리
2023,20231029,1653,90.0,충청남도 서산시 대산읍 기은리 산 205-3,서산시,쓰레기소각,0,False,15.9,0.0,2.2,충청남도 서산시 대산읍 대죽리
2023,20231113,1325,196.0,충청남도 서산시 대산읍 오지리 산 223-1,서산시,입산자실화추정,0,False,5.7,0.0,1.7,충청남도 서산시 대산읍 대죽리
2023,20230403,1333,87.0,충청남도 아산시 선장면 선창리 261-19,아산시,담뱃불실화,0,False,17.2,0.0,3.1,충청남도 아산시 송악면 역촌리
2023,20230329,1445,48.0,충청남도 아산시 둔포면 신양리 181-3,아산시,입산자실화,0,False,9.2,0.0,1.95,충청남도 아산시 송악면 역촌리
2023,20230325,1649,101.0,충청남도 보령시 미산면 봉성리 산 36-2,보령시,농산부산물소각,0,False,7.15,0.0,1.9,충청남도 보령시 오천면 녹도리
2023,20230318,1517,1150.0,충청남도 보령시 미산면 남심리 28-8,보령시,입산자실화추정,6,False,6.05,0.0,3.65,충청남도 보령시 오천면 녹도리
2023,20230319,1826,59.0,충청남도 보령시 주산면 야룡리 784,보령시,농산폐기물소각,0,False,5.975,0.0,1.775,충청남도 보령시 오천면 녹도리
2023,20230328,1512,92.0,충청남도 보령시 남포면 양항리 1186,보령시,담뱃불실화추정,0,False,6.9,0.0,2.15,충청남도 보령시 오천면 녹도리
2023,20230402,1346,1574.0,충청남도 보령시 청라면 내현리 산 26,보령시,농산폐기물소각추정,97,False,14.275,0.0,2.275,충청남도 보령시 오천면 녹도리
2023,20230413,1905,78.0,충청남도 보령시 웅천읍 황교리 산 46-3,보령시,입산자실화추정,0,False,10.775,0.0,2.375,충청남도 보령시 오천면 녹도리
2023,20230227,1803,47.0,충청남도 보령시 명천동 3-9,보령시,화목보일러재비화,0,False,2.875,0.0,1.2,충청남도 보령시 오천면 녹도리
2023,20230303,1402,233.0,충청남도 공주시 신풍면 봉갑리 산 62-1,공주시,쓰레기소각,2,False,2.2,0.0,1.25,충청남도 공주시 금흥동
2023,20230317,502,118.0,충청남도 공주시 사곡면 신영리 산 57-21,공주시,주택화재,0,False,6.5,0.0,1.0,충청남도 공주시 금흥동
2023,20230228,1711,89.0,충청남도 공주시 탄천면 남산리 103-2,공주시,쓰레기소각,0,False,3.4,0.0,1.2666666666666666,충청남도 공주시 금흥동
2023,20230305,1333,177.0,충청남도 공주시 탄천면 광명리 412,공주시,쓰레기소각,1,False,5.7,0.0,1.0,충청남도 공주시 금흥동
2023,20230311,1500,210.0,충청남도 공주시 탄천면 운곡리 71,공주시,쓰레기소각,0,False,13.966666666666669,0.0,1.15,충청남도 공주시 금흥동
2023,20230515,2135,131.0,충청남도 공주시 신기동 산 21-1,공주시,쓰레기소각(엄나무가지),0,False,18.366666666666667,0.0,1.3333333333333333,충청남도 공주시 금흥동
2023,20230311,1411,109.0,충청남도 천안시 서북구 부대동 389-22,천안시,논두렁소각,0,False,16.4,0.0,1.1,충청남도 천안시 서북구 직산읍 군서리
2023,20231121,2005,415.0,충청남도 천안시 동남구 병천면 봉항리 산 115,천안시,입산자실화,2,False,3.9,0.0,0.6,충청남도 천안시 서북구 직산읍 군서리
2023,20230402,950,310.0,충청남도 천안시 동남구 북면 명덕리 산 105-1,천안시,불씨취급부주의,1,False,18.3,0.0,1.0,충청남도 천안시 서북구 직산읍 군서리
2023,20231207,41,249.0,충청남도 천안시 동남구 광덕면 보산원리 산 31-1,천안시,원인미상,0,False,6.8,0.0,2.2,충청남도 천안시 서북구 직산읍 군서리
2023,20230302,1618,76.0,충청남도 천안시 동남구 광덕면 대덕리 392-1,천안시,쓰레기소각,0,False,2.0,0.0,1.4,충청남도 천안시 서북구 직산읍 군서리
2021,20210115,1037,1373.0,경상북도 경주시 하동 산202,경주시,미상,4,False,8.8,0.0,2.44,경상북도 경주시 황성동
2021,20210702,1332,115.0,경상북도 포항시 북구 흥해읍 초곡리 산27-1,포항시,미상,0,False,23.1,0.0,4.5,경상북도 포항시 남구 호미곶면 대보리
2021,20210212,1552,138.0,전라남도 신안군 안좌면 한운리 산236-1,신안군,전압선누전,0,False,7.125,0.0,1.475,전라남도 신안군 임자면 진리
2021,20211105,2215,95.0,전라남도 완도군 고금면 세동리 산99-1,완도군,담뱃불실화,0,False,15.616666666666667,0.0,2.3833333333333333,전라남도 완도군 신지면 월양리
2021,20211229,547,373.0,전라남도 완도군 완도읍 장좌리 산16-89,완도군,입산자실화,0,False,6.616666666666667,0.0,3.16,전라남도 완도군 신지면 월양리
2021,20210326,1353,77.0,전라남도 장성군 삼계면 내계리 산39-1,장성군,입산자실화,0,False,12.75,0.0,1.6,전라남도 장성군 황룡면 와룡리
2021,20210209,1232,58.0,전라남도 영광군 군남면 대덕리 132-1,영광군,입산자실화추정,0,False,0.8500000000000001,0.0,1.7999999999999998,전라남도 영광군 염산면 옥실리
2021,20210408,1005,65.0,전라남도 영광군 홍농읍 진덕리 산21,영광군,입산자실화,0,False,10.4,0.0,2.3,전라남도 영광군 염산면 옥실리
2021,20210513,1702,31.0,전라남도 함평군 대동면 운교리 산160,함평군,쓰레기소각,0,False,19.6,0.0,1.2999999999999998,전라남도 함평군 함평읍 기각리
2021,20210409,1327,143.0,전라남도 화순군 사평면 사수리 산106,화순군,입산자실화,0,False,10.425,0.0,1.55,전라남도 화순군 이양면 오류리
2021,20210531,1556,134.0,전라남도 보성군 율어면 금천리 670-2,보성군,입산자실화,0,False,19.966666666666665,0.0,1.4,전라남도 보성군 보성읍 옥평리
2021,20210423,1050,240.0,전라남도 고흥군 포두면 세동리 산58,고흥군,입산자실화,2,False,18.2,0.0,4.075,전라남도 고흥군 도양읍 봉암리
2021,20210509,1220,70.0,전라남도 구례군 산동면 좌사리 산64-2,구례군,입산자실화,0,False,14.1,0.0,1.7333333333333334,전라남도 구례군 산동면 좌사리
2021,20211221,1330,90.0,전라남도 구례군 토지면 송정리 산66-1,구례군,쓰레기소각,0,False,4.166666666666667,0.0,2.2,전라남도 구례군 산동면 좌사리
2021,20210223,1600,90.0,전라남도 곡성군 옥과면 합강리 산146-1,곡성군,담뱃불실화,0,False,2.966666666666667,0.0,1.8333333333333333,전라남도 곡성군 석곡면 유정리
2021,20210310,1855,325.0,전라남도 곡성군 옥과면 설옥리 산254-5,곡성군,입산자실화,0,False,9.0,0.0,1.2333333333333334,전라남도 곡성군 석곡면 유정리
2021,20210420,2053,177.0,전라남도 광양시 옥룡면 동곡리 산198-1,광양시,입산자실화,0,False,16.3,0.0,1.7,전라남도 광양시 광양읍 칠성리
2021,20210411,1110,420.0,전라남도 광양시 옥룡면 동곡리 산113-1,광양시,입산자실화,1,False,12.4,0.0,1.5,전라남도 광양시 광양읍 칠성리
2021,20210409,1228,122.0,전라남도 광양시 옥룡면 동곡리 산103-1,광양시,입산자실화,0,False,11.35,0.0,1.75,전라남도 광양시 광양읍 칠성리
2021,20210425,1808,42.0,전라남도 광양시 옥룡면 동곡리 산136,광양시,입산자실화,0,False,15.65,1.0,1.65,전라남도 광양시 광양읍 칠성리
2021,20210210,1242,1338.0,전라남도 광양시 마동 산129-29,광양시,어린이불장난추정,3,False,4.3,0.0,2.05,전라남도 광양시 광양읍 칠성리
2021,20210416,1510,80.0,전라남도 나주시 남평읍 오계리 산1,나주시,입산자실화,0,False,12.05,0.0,1.2,전라남도 나주시 금천면 오강리
2021,20211128,1520,60.0,전라남도 순천시 서면 구상리 산158,순천시,입산자실화,0,False,5.05,0.0,0.55,전라남도 순천시 해룡면 대안리
2021,20211225,1524,1546.0,전라남도 순천시 서면 판교리 산41,순천시,입산자실화,10,False,-3.75,0.0,4.300000000000001,전라남도 순천시 해룡면 대안리
2021,20210423,1933,197.0,전라남도 순천시 해룡면 농주리 산123,순천시,입산자실화,0,False,19.1,0.0,1.95,전라남도 순천시 해룡면 대안리
2021,20210213,1351,209.0,전라남도 순천시 승주읍 도정리 산168,순천시,성묘객실화,0,False,7.649999999999999,0.0,0.6499999999999999,전라남도 순천시 해룡면 대안리
2021,20211117,1124,36.0,전라남도 여수시 화정면 낭도리 1141-2,여수시,입산자실화,0,False,12.083333333333334,0.0,2.25,전라남도 여수시 남면 연도리
2021,20210219,1120,160.0,전라남도 여수시 화양면 화동리 산32,여수시,입산자실화,0,False,5.683333333333334,0.0,4.783333333333333,전라남도 여수시 남면 연도리
